Employee_ID,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
262,1/14/2015,Quarter2,finishing,Wednesday,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939
263,1/14/2015,Quarter2,sewing,Wednesday,9,0.8,26.16,1232,10620,75,0,0,0,59,0.850502311
264,1/14/2015,Quarter2,sewing,Wednesday,8,0.8,25.9,1218,10170,60,0,0,0,56.5,0.850136766
265,1/14/2015,Quarter2,finishing,Wednesday,7,0.8,2.9,,1440,0,0,0,0,8,0.837594697
266,1/14/2015,Quarter2,finishing,Wednesday,3,0.8,4.15,,1440,0,0,0,0,7,0.820833333
267,1/14/2015,Quarter2,sewing,Wednesday,12,0.8,11.61,1159,2970,50,0,0,0,31.5,0.800313433
268,1/14/2015,Quarter2,sewing,Wednesday,6,0.8,11.61,972,5670,38,0,0,0,31.5,0.800246753
269,1/14/2015,Quarter2,sewing,Wednesday,1,0.8,26.16,1092,10620,63,0,0,0,59,0.800117103
270,1/14/2015,Quarter2,sewing,Wednesday,5,0.7,20.79,965,7320,0,0,0,0,58,0.700095563
271,1/14/2015,Quarter2,finishing,Wednesday,8,0.8,2.9,,1440,0,0,0,0,8,0.667329545
272,1/14/2015,Quarter2,sewing,Wednesday,4,0.6,22.4,816,5100,23,0,0,0,57,0.600369686
273,1/14/2015,Quarter2,sewing,Wednesday,10,0.5,22.4,947,3390,23,0,0,0,56.5,0.499980334
274,1/14/2015,Quarter2,sewing,Wednesday,11,0.35,14.61,838,7200,23,0,0,0,55,0.35003125
275,1/14/2015,Quarter2,finishing,Wednesday,10,0.8,3.94,,1260,0,0,0,0,8,0.332359307
276,1/14/2015,Quarter2,sewing,Wednesday,2,0.8,51.02,1086,4260,27,0,0,0,57,0.311207464
277,1/14/2015,Quarter2,finishing,Wednesday,2,0.8,3.94,,1260,0,0,0,0,8,0.247316017
278,1/15/2015,Quarter3,finishing,Thursday,4,0.35,4.3,,3600,0,0,0,0,20,0.988636364
279,1/15/2015,Quarter3,finishing,Thursday,10,0.8,3.94,,3420,0,0,0,0,19,0.953110048
280,1/15/2015,Quarter3,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,8,0.884261364
281,1/15/2015,Quarter3,finishing,Thursday,5,0.65,4.15,,1440,0,0,0,0,8,0.860653409
282,1/15/2015,Quarter3,finishing,Thursday,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939
283,1/15/2015,Quarter3,sewing,Thursday,1,0.8,26.16,1160,10620,75,0,0,0,59,0.850502311
284,1/15/2015,Quarter3,sewing,Thursday,8,0.8,25.9,1177,8970,60,0,0,0,56.5,0.850415628
285,1/15/2015,Quarter3,sewing,Thursday,7,0.8,25.9,1281,10170,60,0,0,0,56.5,0.850136766
286,1/15/2015,Quarter3,sewing,Thursday,9,0.8,26.16,1369,10620,63,0,0,0,59,0.800117103
287,1/15/2015,Quarter3,sewing,Thursday,6,0.8,11.61,1084,4950,38,0,0,0,31.5,0.80003139
288,1/15/2015,Quarter3,sewing,Thursday,12,0.8,11.61,1216,4950,50,0,0,0,31.5,0.80003139
289,1/15/2015,Quarter3,sewing,Thursday,5,0.7,20.79,391,10440,0,0,0,0,58,0.700060345
290,1/15/2015,Quarter3,finishing,Thursday,7,0.8,2.9,,1440,0,0,0,0,8,0.689299242
291,1/15/2015,Quarter3,sewing,Thursday,3,0.5,22.52,1102,10170,30,0,0,0,56.5,0.660683293
292,1/15/2015,Quarter3,sewing,Thursday,4,0.65,22.52,872,10080,26,0,0,0,56,0.650130952
293,1/15/2015,Quarter3,finishing,Thursday,8,0.8,2.9,,1440,0,0,0,0,8,0.606912879
294,1/15/2015,Quarter3,sewing,Thursday,10,0.6,22.52,1076,10170,23,0,0,0,56.5,0.600291767
295,1/15/2015,Quarter3,sewing,Thursday,11,0.5,14.89,917,9900,30,0,0,0,55,0.500025069
296,1/15/2015,Quarter3,sewing,Thursday,2,0.5,22.94,1044,9810,23,0,0,0,54.5,0.499998888
297,1/17/2015,Quarter3,finishing,Saturday,5,0.65,4.15,,2700,0,0,0,0,15,0.98719697
298,1/17/2015,Quarter3,finishing,Saturday,2,0.8,3.94,,1800,0,0,0,0,10,0.980909091
299,1/17/2015,Quarter3,finishing,Saturday,10,0.8,3.94,,1440,0,0,0,0,8,0.974621212
300,1/17/2015,Quarter3,finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,8,0.884261364
301,1/17/2015,Quarter3,finishing,Saturday,9,0.8,3.94,,1800,0,0,0,0,10,0.82680303
302,1/17/2015,Quarter3,sewing,Saturday,6,0.8,11.41,1067,5490,63,0,0,0,30.5,0.800343766
303,1/17/2015,Quarter3,sewing,Saturday,12,0.8,11.61,1039,5670,63,0,0,0,31.5,0.800246753
304,1/17/2015,Quarter3,sewing,Saturday,7,0.8,25.9,1396,10170,50,0,0,0,56.5,0.800128721
305,1/17/2015,Quarter3,sewing,Saturday,8,0.8,25.9,1292,10170,50,0,0,0,56.5,0.800128721
306,1/17/2015,Quarter3,sewing,Saturday,1,0.8,48.68,171,10620,63,0,0,0,59,0.800117103
307,1/17/2015,Quarter3,sewing,Saturday,9,0.8,26.16,1128,10620,63,0,0,0,59,0.800117103
308,1/17/2015,Quarter3,sewing,Saturday,2,0.6,22.94,865,6570,23,0,0,0,56.5,0.77011398
309,1/17/2015,Quarter3,sewing,Saturday,4,0.7,22.52,825,10170,50,0,0,0,56.5,0.7005417
310,1/17/2015,Quarter3,finishing,Saturday,8,0.8,2.9,,1440,0,0,0,0,8,0.675568182
311,1/17/2015,Quarter3,sewing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
312,1/17/2015,Quarter3,sewing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
313,1/17/2015,Quarter3,sewing,Saturday,10,0.65,22.52,1163,9720,35,0,0,0,54,0.650198653
314,1/17/2015,Quarter3,sewing,Saturday,3,0.6,22.52,1140,10170,30,0,0,0,56.5,0.600291767
315,1/17/2015,Quarter3,sewing,Saturday,11,0.6,14.89,1027,10080,38,0,0,0,56,0.600273268
316,1/17/2015,Quarter3,sewing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
317,1/17/2015,Quarter3,sewing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
318,1/17/2015,Quarter3,sewing,Saturday,,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539
319,1/17/2015,Quarter3,finishing,Saturday,11,0.8,4.15,,1260,0,0,0,0,7,0.313852814
320,1/18/2015,Quarter3,,Sunday,5,0.6,4.15,,1440,0,0,0,0,8,0.852793561
321,1/18/2015,Quarter3,finishing,Sunday,11,0.65,4.15,,2160,0,0,0,0,12,0.838383838
322,1/18/2015,Quarter3,finishing,Sunday,6,0.8,2.9,,1800,0,0,0,0,10,0.804848485
323,1/18/2015,Quarter3,sewing,Sunday,6,0.8,11.41,1140,5490,63,0,0,0,30.5,0.800343766
324,1/18/2015,Quarter3,sewing,Sunday,7,0.8,48.84,624,10170,50,0,0,0,56.5,0.800128721
325,1/18/2015,Quarter3,sewing,Sunday,8,0.8,25.9,1288,10170,38,0,0,0,56.5,0.800128721
326,1/18/2015,Quarter3,sewing,Sunday,9,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009
327,1/18/2015,Quarter3,sewing,Sunday,4,0.7,22.52,882,10170,50,0,0,0,56.5,0.7005417
328,1/18/2015,Quarter3,sewing,Sunday,10,0.7,22.52,1002,10080,40,0,0,0,56,0.700094156
329,1/18/2015,Quarter3,finishing,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,0.692045455
330,1/18/2015,Quarter3,sewing,Sunday,12,0.8,26.87,585,5670,56,0,0,0,31.5,0.662255892
331,1/18/2015,Quarter3,sewing,Sunday,3,0.65,22.52,1138,10170,35,0,0,0,56.5,0.650416734
332,1/18/2015,Quarter3,sewing,Sunday,11,0.65,14.89,1140,10260,44,0,0,0,57,0.650299575
333,1/18/2015,Quarter3,sewing,Sunday,2,0.65,22.94,1025,10170,26,0,0,0,56.5,0.650243497
334,1/18/2015,Quarter3,finishing,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424
335,1/18/2015,Quarter3,sewing,Sunday,5,0.6,20.4,1031,10440,30,0,0,0,58,0.600062696
336,1/18/2015,Quarter3,finishing,Sunday,9,0.8,3.94,,1800,0,0,0,0,10,0.582045455
337,1/18/2015,Quarter3,sewing,Sunday,1,0.8,49.1,1381,10350,24,0,0,0,57.5,0.403242161
338,1/18/2015,Quarter3,finishing,Sunday,10,0.7,3.94,,1440,0,0,0,0,8,0.235795455
339,1/19/2015,Quarter3,finishing,Monday,4,0.7,4.3,,5040,0,0,0,0,28,0.977272727
340,1/19/2015,Quarter3,finishing,Monday,9,0.8,3.94,,1800,0,0,0,0,10,0.964106061
341,1/19/2015,Quarter3,finishing,Monday,5,0.65,4.15,,1440,0,0,0,0,8,0.958901515
342,1/19/2015,Quarter3,sewing,Monday,6,0.8,11.41,1028,4380,50,0,0,0,31,0.800358775
343,1/19/2015,Quarter3,sewing,Monday,8,0.8,25.9,1380,3630,50,0,0,0,56.5,0.800162602
344,1/19/2015,Quarter3,sewing,Monday,9,0.8,26.16,1196,10620,63,0,0,0,59,0.800117103
345,1/19/2015,Quarter3,finishing,Monday,12,0.8,2.9,,1440,0,0,0,0,8,0.793844697
346,1/19/2015,Quarter3,sewing,Monday,2,0.7,22.94,1006,10170,38,0,0,0,56.5,0.750517565
347,1/19/2015,Quarter3,sewing,Monday,4,0.7,22.52,930,10260,63,0,0,0,57,0.750068049
348,1/19/2015,Quarter3,sewing,Monday,3,0.7,22.52,1095,10170,50,0,0,0,56.5,0.750062751
349,1/19/2015,Quarter3,sewing,Monday,10,0.7,22.52,938,10080,63,0,0,0,56,0.750057359
350,1/19/2015,Quarter3,sewing,Monday,11,0.7,14.89,1484,10260,50,0,0,0,57,0.700170388
351,1/19/2015,Quarter3,finishing,Monday,8,0.8,2.9,,1440,,0,0,0,8,0.683806818
352,1/19/2015,Quarter3,sewing,Monday,5,0.65,20.4,1255,8280,35,0,0,0,58,0.650066445
353,1/19/2015,Quarter3,sewing,Monday,7,0.8,48.84,1040,10260,30,0,0,0,57,0.576460393
354,1/19/2015,Quarter3,sewing,Monday,1,0.5,22.94,1492,10170,30,0,0,0,56.5,0.549969429
355,1/19/2015,Quarter3,finishing,Monday,10,0.7,3.94,,1440,0,0,0,0,8,0.538399621
356,1/19/2015,Quarter3,finishing,Monday,11,0.7,4.15,,1440,0,0,0,0,8,0.409545455
357,1/19/2015,Quarter3,sewing,Monday,12,0.35,15.26,1111,6120,23,0,0,0,34,0.35021836
358,1/20/2015,Quarter3,finishing,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8,1.033570076
359,1/20/2015,Quarter3,sewing,Tuesday,6,0.8,11.41,1047,5580,63,0,0,0,31,0.800261486
360,1/20/2015,Quarter3,sewing,Tuesday,8,0.8,25.9,1434,10170,50,0,0,0,56.5,0.800128721
361,1/20/2015,Quarter3,sewing,Tuesday,9,0.8,26.16,399,10620,63,0,0,0,59,0.800117103
362,1/20/2015,Quarter3,sewing,Tuesday,4,0.7,22.52,983,10260,63,0,0,0,57,0.750068049
363,1/20/2015,Quarter3,sewing,Tuesday,10,0.7,22.52,1108,10080,63,0,0,0,56,0.750057359
364,1/20/2015,Quarter3,sewing,Tuesday,3,0.7,22.52,1134,8460,50,0,0,0,57,0.750037968
365,1/20/2015,Quarter3,sewing,Tuesday,2,0.7,22.94,1363,10260,50,0,0,0,57,0.750031898
366,1/20/2015,Quarter3,finishing,Tuesday,9,0.8,3.94,,1800,0,0,0,0,10,0.72830303
367,1/20/2015,Quarter3,sewing,Tuesday,11,0.7,14.89,1501,10260,50,0,0,0,57,0.700170388
368,1/20/2015,Quarter3,sewing,Tuesday,5,0.7,20.4,1352,10260,50,0,0,0,57,0.700063796
369,1/20/2015,Quarter3,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424
370,1/20/2015,Quarter3,sewing,Tuesday,12,0.5,15.26,1352,3720,23,0,0,0,34,0.500290419
371,1/20/2015,Quarter3,sewing,Tuesday,7,0.35,22.94,1450,10080,30,0,0,0,56,0.400332792
372,1/20/2015,Quarter3,finishing,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15,0.362666667
373,1/21/2015,Quarter3,finishing,Wednesday,4,0.75,4.3,,6000,0,0,0,0,20,0.978525641
374,1/21/2015,Quarter3,finishing,Wednesday,2,0.7,3.94,,5100,0,0,0,0,17,0.912202112
375,1/21/2015,Quarter3,sewing,Wednesday,4,0.75,22.52,825,10080,94,0,0,0,56,0.900556277
376,1/21/2015,Quarter3,sewing,Wednesday,6,0.8,11.61,916,5760,75,0,0,0,89,0.850410511
377,1/21/2015,Quarter3,finishing,Wednesday,9,0.8,3.94,,2400,0,0,0,0,8,0.827147436
378,1/21/2015,Quarter3,sewing,Wednesday,8,0.8,25.9,562,7470,38,0,0,0,56.5,0.800436542
379,1/21/2015,Quarter3,sewing,Wednesday,2,0.7,22.94,1422,10500,60,0,0,0,57,0.800415742
380,1/21/2015,Quarter3,sewing,Wednesday,10,0.7,22.52,1206,10080,75,0,0,0,56,0.800020563
381,1/21/2015,Quarter3,finishing,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8,0.758173077
382,1/21/2015,Quarter3,sewing,Wednesday,5,0.7,20.4,1404,10440,50,0,0,0,58,0.750344828
383,1/21/2015,Quarter3,sewing,Wednesday,3,0.7,22.52,1139,10260,63,0,0,0,57,0.750068049
384,1/21/2015,Quarter3,sewing,Wednesday,11,0.7,14.89,1735,10260,50,0,0,0,57,0.700170388
385,1/21/2015,Quarter3,sewing,Wednesday,1,0.65,22.94,1595,10260,34,0,0,0,57,0.700029771
386,1/21/2015,Quarter3,sewing,Wednesday,12,0.6,15.26,1245,6360,23,0,0,0,34,0.60017284
387,1/21/2015,Quarter3,finishing,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8,0.594871795
388,1/21/2015,Quarter3,sewing,Wednesday,9,0.8,54.56,757,4140,29,0,0,0,58,0.520237649
389,1/21/2015,Quarter3,finishing,Wednesday,1,0.65,3.94,,2400,0,0,0,0,8,0.505128205
390,1/21/2015,Quarter3,sewing,Wednesday,7,0.5,22.52,1720,10080,23,0,0,0,56,0.500241342
391,1/21/2015,Quarter3,finishing,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9,0.470769231
392,1/22/2015,Quarter4,finishing,Thursday,7,0.6,3.94,,6000,0,0,0,0,10,0.957638889
393,1/22/2015,Quarter4,finishing,Thursday,10,0.75,3.94,,8400,0,0,0,0,14,0.940701058
394,1/22/2015,Quarter4,sewing,Thursday,4,0.75,22.52,759,10080,81,0,0,0,56,0.849983766
395,1/22/2015,Quarter4,sewing,Thursday,2,0.7,22.94,1510,10620,60,0,0,0,57,0.800302791
396,1/22/2015,Quarter4,sewing,Thursday,6,0.8,11.61,955,6360,63,0,0,0,32,0.800191989
397,1/22/2015,Quarter4,sewing,Thursday,10,0.75,22.52,1328,10080,55,0,0,0,56,0.800020563
398,1/22/2015,Quarter4,sewing,Thursday,1,0.7,22.94,1384,12180,63,0,0,0,57,0.750162367
399,1/22/2015,Quarter4,sewing,Thursday,3,0.7,22.52,1244,10260,63,0,0,0,57,0.750068049
400,1/22/2015,Quarter4,finishing,Thursday,5,0.7,4.15,,9000,0,0,0,0,15,0.742901235
401,1/22/2015,Quarter4,sewing,Thursday,5,0.7,20.4,1480,10440,40,0,0,0,58,0.700250784
402,1/22/2015,Quarter4,sewing,Thursday,11,0.7,14.89,1863,10260,50,0,0,0,57,0.700170388
403,1/22/2015,Quarter4,finishing,Thursday,4,0.75,4.3,,9000,0,0,0,0,15,0.670216049
404,1/22/2015,Quarter4,finishing,Thursday,1,0.7,3.94,,15000,0,0,0,0,25,0.649662222
405,1/22/2015,Quarter4,finishing,Thursday,2,0.7,3.94,,15000,0,0,0,0,25,0.649662222
406,1/22/2015,Quarter4,finishing,Thursday,6,0.8,2.9,,4800,0,0,0,0,8,0.626822917
407,1/22/2015,Quarter4,sewing,Thursday,12,0.6,15.26,1492,6960,23,0,0,0,34,0.600436426
408,1/22/2015,Quarter4,sewing,Thursday,7,0.6,22.52,1859,10260,23,0,0,0,57,0.60041361
409,1/22/2015,Quarter4,sewing,Thursday,8,0.8,40.99,980,10770,30,0,0,0,56.5,0.555500132
410,1/22/2015,Quarter4,sewing,Thursday,9,0.5,29.12,970,10440,30,0,0,0,58,0.500547544
411,1/22/2015,Quarter4,finishing,Thursday,3,0.7,3.94,,12000,0,0,0,0,20,0.460578704
412,1/22/2015,Quarter4,finishing,Thursday,8,0.8,2.9,,4800,0,0,0,0,8,0.397743056
413,1/22/2015,Quarter4,finishing,Thursday,12,0.6,4.08,,5400,0,0,0,0,9,0.327407407
414,1/24/2015,Quarter4,finishing,Saturday,5,0.7,4.15,,2700,0,0,0,0,15,0.966666667
415,1/24/2015,Quarter4,finishing,Saturday,10,0.75,3.94,,1800,0,0,0,0,10,0.937242424
416,1/24/2015,Quarter4,finishing,Saturday,8,0.8,2.9,,1620,0,0,0,0,9,0.910521886
417,1/24/2015,Quarter4,sewing,Saturday,2,0.75,22.94,1606,10260,94,0,0,0,57,0.90064806
418,1/24/2015,Quarter4,sewing,Saturday,4,0.75,22.52,727,10260,94,0,0,0,57,0.900321106
419,1/24/2015,Quarter4,finishing,Saturday,11,0.75,4.15,,1800,0,0,0,0,10,0.896022727
420,1/24/2015,Quarter4,finishing,Saturday,3,0.75,3.94,,1440,0,0,0,0,8,0.895454545
421,1/24/2015,Quarter4,finishing,Saturday,7,0.65,3.94,,2160,0,0,0,0,12,0.870580808
422,1/24/2015,Quarter4,finishing,Saturday,12,0.7,4.08,,1620,0,0,0,0,9,0.858585859
423,1/24/2015,Quarter4,sewing,Saturday,1,0.7,22.94,1472,10260,75,0,0,0,57,0.800643806
424,1/24/2015,Quarter4,sewing,Saturday,10,0.75,22.52,1332,10080,69,0,0,0,56,0.80062987
425,1/24/2015,Quarter4,sewing,Saturday,6,,11.61,1009,5640,63,0,0,0,32,0.800537143
426,1/24/2015,Quarter4,sewing,Saturday,3,0.75,22.52,1266,10260,69,0,0,0,57,0.80035194
427,1/24/2015,Quarter4,sewing,Saturday,12,0.75,15.26,1316,6120,40,0,0,0,34,0.750079323
428,1/24/2015,Quarter4,sewing,Saturday,11,0.75,42.97,1282,10260,56,0,0,0,57,0.750041201
429,1/24/2015,Quarter4,sewing,Saturday,5,0.7,20.4,1382,10440,50,0,0,0,58,0.700250784
430,1/24/2015,Quarter4,finishing,Saturday,4,0.75,4.3,,2160,0,0,0,0,12,0.651515152
431,1/24/2015,Quarter4,sewing,Saturday,7,0.65,22.52,1295,10170,26,0,0,0,56.5,0.650416734
432,1/24/2015,Quarter4,sewing,Saturday,9,0.6,29.12,925,6660,23,0,0,0,58,0.600125217
433,1/24/2015,Quarter4,finishing,Saturday,2,0.75,3.94,,1440,0,0,0,0,8,0.578314394
434,1/24/2015,Quarter4,finishing,Saturday,1,0.7,3.94,,1440,0,0,0,0,8,0.578314394
435,1/24/2015,Quarter4,sewing,Saturday,8,0.35,15.09,1448,9360,23,0,0,0,52,0.34998951
436,1/24/2015,Quarter4,finishing,Saturday,9,0.6,3.94,,1440,0,0,0,0,8,0.261174242
437,1/25/2015,Quarter4,finishing,Sunday,5,0.7,4.15,,3060,0,0,0,0,17,0.973796791
438,1/25/2015,Quarter4,finishing,Sunday,2,0.75,3.94,,1440,0,0,0,0,8,0.970075758
439,1/25/2015,Quarter4,finishing,Sunday,1,0.7,3.94,,1440,0,0,0,0,8,0.970075758
440,1/25/2015,Quarter4,finishing,Sunday,3,0.75,3.94,,1620,0,0,0,0,9,0.961784512
441,1/25/2015,Quarter4,finishing,Sunday,10,0.75,3.94,,3420,0,0,0,0,19,0.955151515
442,1/25/2015,Quarter4,finishing,Sunday,4,0.75,4.3,,2160,0,0,0,0,12,0.952020202
443,1/25/2015,Quarter4,sewing,Sunday,4,0.75,22.52,867,10260,94,0,0,0,57,0.900321106
444,1/25/2015,Quarter4,sewing,Sunday,2,0.75,22.94,1636,10530,81,0,0,0,58.5,0.850223776
445,1/25/2015,Quarter4,sewing,Sunday,1,0.7,22.94,1682,10530,75,0,0,0,58.5,0.800909609
446,1/25/2015,Quarter4,sewing,Sunday,3,0.75,22.52,1495,10350,55,0,0,0,57.5,0.800513307
447,1/25/2015,Quarter4,sewing,Sunday,6,0.8,11.61,1181,5760,63,0,0,0,32,0.800386364
448,1/25/2015,Quarter4,sewing,Sunday,10,0.75,22.52,1413,10080,69,0,0,0,56,0.800020563
449,1/25/2015,Quarter4,finishing,Sunday,7,0.65,3.94,,2520,0,0,0,0,14,0.749188312
450,1/25/2015,Quarter4,sewing,Sunday,7,0.7,22.52,360,10170,40,0,0,0,56.5,0.7005417
451,1/25/2015,Quarter4,sewing,Sunday,12,0.7,15.26,1296,6120,40,0,0,0,34,0.70043672
452,1/25/2015,Quarter4,sewing,Sunday,5,0.7,20.4,1217,10440,50,0,0,0,58,0.700250784
453,1/25/2015,Quarter4,sewing,Sunday,9,0.65,29.12,1086,10440,26,0,0,0,58,0.650407524
454,1/25/2015,Quarter4,finishing,Sunday,12,0.7,4.08,,1620,0,0,0,0,9,0.618181818
455,1/25/2015,Quarter4,sewing,Sunday,11,0.75,42.97,532,10260,40,0,0,0,57,0.59114168
456,1/25/2015,Quarter4,sewing,Sunday,8,0.5,15.09,1557,720,23,0,0,0,52,0.500061916
457,1/25/2015,Quarter4,finishing,Sunday,8,0.8,2.9,,720,0,0,0,0,4,0.329545455
458,1/26/2015,Quarter4,finishing,Monday,3,0.75,3.94,,1800,0,0,0,0,10,1.059621212
459,1/26/2015,Quarter4,finishing,Monday,10,0.75,3.94,,3780,0,0,0,0,21,0.997792208
460,1/26/2015,Quarter4,finishing,Monday,4,0.75,4.3,,2160,0,0,0,0,12,0.963699495
461,1/26/2015,Quarter4,finishing,Monday,5,0.7,4.15,,2700,0,0,0,0,15,0.959191919
462,1/26/2015,Quarter4,finishing,Monday,2,0.75,3.94,,1800,0,0,0,0,10,0.910378788
463,1/26/2015,Quarter4,finishing,Monday,1,0.7,3.94,,1800,0,0,0,0,10,0.910378788
464,1/26/2015,Quarter4,sewing,Monday,4,0.8,22.52,1016,10170,60,0,0,0,56.5,0.850312684
465,1/26/2015,Quarter4,sewing,Monday,6,0.8,11.61,1072,5760,50,0,0,0,32,0.800386364
466,1/26/2015,Quarter4,sewing,Monday,3,0.75,22.52,1584,10260,69,0,0,0,57,0.80035194
467,1/26/2015,Quarter4,sewing,Monday,2,0.75,22.94,1764,10260,55,0,0,0,57,0.800034024
468,1/26/2015,Quarter4,sewing,Monday,1,0.7,22.94,1745,10440,60,0,0,0,58,0.800023511
469,1/26/2015,Quarter4,sewing,Monday,10,0.75,22.52,1250,10080,55,0,0,0,56,0.800020563
470,1/26/2015,Quarter4,finishing,Monday,12,0.7,4.08,,1620,0,0,0,0,9,0.769292929
471,1/26/2015,Quarter4,sewing,Monday,5,0.75,20.4,1118,10320,56,0,0,0,58,0.750031447
472,1/26/2015,Quarter4,sewing,Monday,9,0.7,29.12,1143,10440,40,0,0,0,58,0.70061442
473,1/26/2015,Quarter4,sewing,Monday,12,0.7,15.26,1337,6120,40,0,0,0,34,0.70043672
474,1/26/2015,Quarter4,finishing,Monday,7,0.65,3.94,,1440,0,0,0,0,8,0.646306818
475,1/26/2015,Quarter4,sewing,Monday,8,0.6,15.09,1519,360,23,0,0,0,52,0.600143365
476,1/26/2015,Quarter4,sewing,Monday,11,0.35,28.08,749,10260,23,0,0,0,57,0.350066986
477,1/27/2015,Quarter4,sewing,Tuesday,2,0.75,22.52,1635,6840,119,0,0,0,57,1.000230409
478,1/27/2015,Quarter4,sewing,Tuesday,3,0.75,22.52,1299,6840,119,0,0,0,57,1.000230409
479,1/27/2015,Quarter4,finishing,Tuesday,10,0.8,3.94,,1440,0,0,0,0,12,0.979527778
480,1/27/2015,Quarter4,finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.940625
481,1/27/2015,Quarter4,finishing,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12,0.926388889
482,1/27/2015,Quarter4,sewing,Tuesday,10,0.8,22.52,1134,6720,70,0,0,0,56,0.900129762
483,1/27/2015,Quarter4,finishing,Tuesday,3,0.75,3.94,,1440,0,0,0,0,12,0.861875
484,1/27/2015,Quarter4,sewing,Tuesday,4,0.8,22.52,1106,6780,60,0,0,0,56.5,0.850312684
485,1/27/2015,Quarter4,finishing,Tuesday,8,0.65,3.94,,960,0,0,0,0,8,0.845458333
486,1/27/2015,Quarter4,finishing,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9,0.823555556
487,1/27/2015,Quarter4,finishing,Tuesday,7,0.5,4.15,,960,0,0,0,0,8,0.803541667
488,1/27/2015,Quarter4,sewing,Tuesday,1,0.75,22.94,1871,6960,55,0,0,0,58,0.800263218
489,1/27/2015,Quarter4,finishing,Tuesday,2,0.75,3.94,,1200,0,0,0,0,10,0.788
490,1/27/2015,Quarter4,finishing,Tuesday,1,0.75,3.94,,1200,0,0,0,0,10,0.77815
491,1/27/2015,Quarter4,sewing,Tuesday,9,0.7,29.12,1294,6960,50,0,0,0,58,0.700386207
492,1/27/2015,Quarter4,sewing,Tuesday,12,0.7,15.26,1462,4080,40,0,0,0,34,0.700164706
493,1/27/2015,Quarter4,sewing,Tuesday,8,0.65,15.09,976,240,23,0,0,0,52,0.650307143
494,1/27/2015,Quarter4,sewing,Tuesday,6,0.8,30.4,338,3840,34,0,0,0,32,0.622828125
495,1/27/2015,Quarter4,finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,0.6225
496,1/27/2015,Quarter4,sewing,Tuesday,5,0.5,20.79,1455,6960,30,0,0,0,58,0.500035345
497,1/27/2015,Quarter4,sewing,Tuesday,11,0.5,48.18,1282,6480,23,0,0,0,54,0.37046657
498,1/28/2015,Quarter4,sewing,Wednesday,2,0.8,22.52,1559,6840,90,0,0,0,57,1.000230409
499,1/28/2015,Quarter4,sewing,Wednesday,3,0.8,22.52,1350,6840,113,0,0,0,57,1.000230409
500,1/28/2015,Quarter4,finishing,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15,0.977555556
501,1/28/2015,Quarter4,finishing,Wednesday,1,0.75,3.94,,1200,0,0,0,0,10,0.9456
502,1/28/2015,Quarter4,finishing,Wednesday,2,0.8,3.94,,1800,0,0,0,0,15,0.902222222
503,1/28/2015,Quarter4,sewing,Wednesday,10,0.8,22.52,1175,6720,60,0,0,0,56,0.850532143
504,1/28/2015,Quarter4,sewing,Wednesday,1,0.75,22.94,1868,6960,81,0,0,0,58,0.850362069
505,1/28/2015,Quarter4,finishing,Wednesday,10,0.8,3.94,,1200,0,0,0,0,10,0.840533333
506,1/28/2015,Quarter4,sewing,Wednesday,5,0.6,20.79,1045,6960,88,0,0,0,58,0.800534483
507,1/28/2015,Quarter4,sewing,Wednesday,4,0.8,22.52,1342,6780,50,0,0,0,56.5,0.800489676
508,1/28/2015,Quarter4,finishing,Wednesday,12,0.75,4.08,,1080,0,0,0,0,9,0.755555556
509,1/28/2015,Quarter4,sewing,Wednesday,9,0.7,29.12,1340,6960,63,0,0,0,58,0.750593103
510,1/28/2015,Quarter4,sewing,Wednesday,12,0.75,15.26,1429,3600,45,0,0,0,35,0.750283333
511,1/28/2015,Quarter4,finishing,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12,0.722638889
