id,Gender,Customer_Type,Age,Class,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
35736,Male,disloyal_Customer,42,Business,4,1,4,4,5,5,4,5,4,0
78895,Female,Loyal_Customer,57,Business,5,4,5,4,4,4,5,4,4,1
24939,Female,Loyal_Customer,22,Eco_Plus,5,4,4,5,4,3,4,5,5,1
105196,Male,Loyal_Customer,54,Eco_Plus,2,2,2,2,1,4,3,3,2,0
7223,Male,Loyal_Customer,61,Business,2,3,3,1,1,4,3,1,4,0
79996,Female,Loyal_Customer,11,Eco,2,3,2,2,1,1,4,3,2,0
105872,Male,Loyal_Customer,50,Eco_Plus,5,2,5,5,4,4,3,4,5,0
57487,Female,Loyal_Customer,50,Business,5,4,4,3,3,3,3,3,5,1
95764,Female,Loyal_Customer,23,Eco,1,0,1,1,5,4,3,4,1,0
37804,Female,Loyal_Customer,47,Eco_Plus,2,4,4,5,4,5,1,5,2,0
19781,Female,Loyal_Customer,51,Eco,4,1,3,5,5,5,3,5,3,1
79735,Female,Loyal_Customer,42,Eco_Plus,4,3,3,3,3,3,4,3,2,0
17969,Female,Loyal_Customer,70,Eco,4,3,3,5,1,5,2,5,2,0
72812,Male,Loyal_Customer,20,Eco_Plus,2,1,2,2,5,4,1,4,2,0
59864,Female,Loyal_Customer,18,Eco,1,1,1,1,3,4,3,3,1,0
124149,Male,Loyal_Customer,20,Business,2,3,2,2,3,4,2,4,2,0
123785,Female,Loyal_Customer,29,Business,3,3,3,3,4,5,4,5,3,1
57531,Male,Loyal_Customer,39,Eco,2,2,2,2,5,3,4,3,2,0
47039,Female,disloyal_Customer,42,Eco,2,2,2,2,4,2,2,5,2,0
73453,Female,Loyal_Customer,7,Eco,5,3,2,5,3,3,5,1,5,0
25423,Male,disloyal_Customer,35,Business,2,3,2,2,5,5,5,4,2,0
124348,Male,Loyal_Customer,53,Business,4,3,3,4,4,4,4,4,2,0
105977,Female,Loyal_Customer,24,Eco,3,3,3,3,4,4,2,4,3,0
10930,Female,disloyal_Customer,22,Eco,3,2,3,3,3,4,5,4,3,0
2655,Female,disloyal_Customer,25,Business,3,3,4,3,3,4,3,4,3,0
125928,Female,Loyal_Customer,47,Eco,1,4,2,2,3,2,3,2,3,0
4149,Male,Loyal_Customer,39,Business,5,2,3,4,4,4,4,4,4,0
28185,Female,Loyal_Customer,59,Eco,3,4,3,3,4,3,3,3,4,0
19345,Female,Loyal_Customer,54,Eco_Plus,3,4,4,5,2,5,5,5,5,0
92032,Female,disloyal_Customer,39,Business,1,5,1,1,3,5,4,5,1,1
26630,Male,disloyal_Customer,23,Eco,2,4,1,2,1,2,2,3,2,0
105389,Male,Loyal_Customer,24,Eco,3,2,3,3,1,3,4,4,3,0
96147,Male,Loyal_Customer,47,Eco,1,1,1,1,5,3,4,3,1,0
1813,Male,Loyal_Customer,25,Business,5,5,5,5,4,5,3,4,5,1
5472,Male,Loyal_Customer,24,Eco,5,1,5,5,2,3,2,4,5,0
13701,Female,Loyal_Customer,68,Eco,2,3,3,5,2,5,2,5,3,0
33957,Female,Loyal_Customer,59,Business,2,4,3,2,2,2,1,2,2,0
118159,Female,disloyal_Customer,25,Business,3,5,3,3,3,4,5,4,3,1
102408,Female,Loyal_Customer,34,Eco,4,2,1,4,4,4,4,4,4,0
6118,Female,Loyal_Customer,39,Business,2,5,5,4,4,4,3,4,4,1
29280,Female,Loyal_Customer,25,Business,1,1,1,1,2,4,1,3,1,0
81930,Male,Loyal_Customer,51,Business,1,2,3,4,1,3,1,4,2,0
73891,Female,disloyal_Customer,30,Business,1,4,1,1,3,4,5,4,1,1
67665,Male,disloyal_Customer,18,Eco,2,4,2,2,5,4,5,4,2,0
126133,Male,Loyal_Customer,51,Business,3,4,4,2,2,2,4,2,5,1
39450,Male,Loyal_Customer,17,Eco,2,2,2,2,4,4,1,3,2,0
34241,Female,Loyal_Customer,14,Eco_Plus,4,3,3,4,4,4,3,4,4,0
70946,Male,Loyal_Customer,30,Eco,5,4,5,5,5,4,4,5,5,1
113775,Male,Loyal_Customer,22,Eco,3,2,3,3,2,4,5,5,3,0
66666,Male,Loyal_Customer,34,Business,5,5,4,4,4,4,3,4,4,1
82447,Female,Loyal_Customer,36,Eco,3,3,3,3,1,3,4,3,3,0
32203,Female,Loyal_Customer,37,Eco,4,4,4,4,5,5,5,4,4,1
118129,Male,disloyal_Customer,28,Business,5,3,5,5,4,4,5,5,5,0
63997,Female,disloyal_Customer,27,Eco,1,3,1,1,5,4,4,4,1,0
46270,Female,Loyal_Customer,60,Eco,2,5,4,3,2,3,3,3,5,0
52740,Male,disloyal_Customer,29,Eco,4,1,4,4,5,3,1,3,4,0
23538,Male,Loyal_Customer,53,Eco,4,5,4,4,5,3,1,4,4,1
110055,Female,Loyal_Customer,66,Eco,4,3,2,4,1,4,3,4,4,0
21189,Female,Loyal_Customer,63,Business,4,1,4,1,2,3,4,3,4,0
74823,Male,Loyal_Customer,30,Eco_Plus,4,5,4,4,4,3,4,4,4,1
61601,Male,Loyal_Customer,43,Business,5,4,5,2,2,2,4,2,5,1
1056,Female,Loyal_Customer,38,Eco,2,5,2,2,2,4,3,5,2,1
124667,Male,Loyal_Customer,39,Business,4,5,4,4,4,4,3,4,5,1
15548,Female,Loyal_Customer,40,Business,4,5,5,3,3,5,5,3,5,1
121323,Male,Loyal_Customer,29,Eco,5,2,5,5,4,4,2,4,5,0
15059,Female,Loyal_Customer,29,Eco,1,2,1,1,3,2,1,4,1,0
95204,Male,Loyal_Customer,25,Eco,4,2,4,4,1,1,5,3,4,0
31607,Male,Loyal_Customer,29,Eco,5,3,5,5,3,5,3,4,5,0
21860,Male,disloyal_Customer,45,Eco,3,2,3,3,3,3,3,4,3,0
13901,Male,Loyal_Customer,46,Business,1,2,2,3,3,3,4,3,1,1
107015,Female,Loyal_Customer,47,Eco_Plus,2,4,4,5,4,4,5,5,3,0
125085,Female,Loyal_Customer,58,Business,3,4,4,5,5,5,5,5,3,1
58729,Male,disloyal_Customer,24,Eco,1,2,1,1,4,4,4,5,1,0
21834,Female,Loyal_Customer,33,Eco,2,2,1,2,4,4,5,5,2,0
109841,Male,disloyal_Customer,24,Eco,1,4,1,1,4,4,3,4,1,1
16294,Male,Loyal_Customer,55,Eco,3,4,5,3,1,3,5,4,3,0
109305,Female,Loyal_Customer,41,Business,5,3,3,4,4,4,3,4,4,0
17294,Female,Loyal_Customer,53,Business,2,1,1,5,5,5,4,5,2,1
98392,Male,Loyal_Customer,62,Business,5,4,5,4,4,4,1,4,4,0
27842,Female,Loyal_Customer,17,Eco,2,4,2,2,5,3,1,4,2,0
105487,Male,disloyal_Customer,25,Business,5,3,5,5,4,5,3,5,5,0
46969,Female,Loyal_Customer,69,Eco,5,5,5,5,3,5,3,5,1,0
83776,Male,Loyal_Customer,56,Business,5,5,4,5,5,5,3,5,3,1
73708,Male,Loyal_Customer,54,Business,3,3,3,1,1,3,2,1,2,0
114851,Male,Loyal_Customer,45,Business,5,4,4,4,4,4,4,3,4,1
3525,Female,Loyal_Customer,31,Business,4,4,4,4,4,5,4,5,4,1
84407,Female,Loyal_Customer,54,Eco,2,2,3,1,3,1,4,1,2,0
62676,Female,Loyal_Customer,43,Eco_Plus,3,3,3,5,2,5,4,5,3,0
23048,Male,Loyal_Customer,58,Business,2,4,5,5,5,5,4,5,5,1
988,Male,disloyal_Customer,25,Eco,4,3,4,4,4,4,4,4,4,0
12392,Female,Loyal_Customer,58,Business,4,2,4,5,4,4,4,5,5,1
88145,Male,Loyal_Customer,53,Business,3,4,4,5,5,5,4,5,3,1
74714,Female,Loyal_Customer,18,Eco,4,3,3,4,3,4,3,3,4,0
95487,Female,Loyal_Customer,49,Business,5,5,5,3,3,3,3,3,3,1
113490,Female,Loyal_Customer,61,Business,4,4,4,3,3,4,3,3,4,0
91750,Male,Loyal_Customer,58,Business,4,5,4,2,3,2,5,2,5,1
96314,Female,Loyal_Customer,68,Eco_Plus,2,4,4,4,2,4,4,4,5,0
105242,Female,Loyal_Customer,40,Eco,3,3,1,3,5,4,4,4,3,0
71539,Male,Loyal_Customer,58,Business,5,4,5,5,5,5,3,5,3,1
59217,Male,Loyal_Customer,20,Eco,2,3,2,2,2,3,3,5,2,0
92014,Male,Loyal_Customer,53,Business,4,5,4,4,4,4,4,4,5,1
73416,Male,Loyal_Customer,58,Business,3,1,1,2,2,2,4,2,1,0
95257,Male,Loyal_Customer,22,Eco,1,2,1,1,5,3,2,3,1,0
21435,Female,Loyal_Customer,36,Eco,3,3,3,3,2,3,1,3,3,0
2240,Male,disloyal_Customer,62,Business,4,4,2,4,3,4,3,4,4,1
53145,Male,Loyal_Customer,56,Eco,4,5,4,4,2,4,5,4,4,0
45918,Male,disloyal_Customer,37,Eco,4,2,4,4,2,5,2,1,4,0
76081,Male,Loyal_Customer,26,Eco,3,3,4,3,2,3,1,4,3,0
26185,Female,Loyal_Customer,51,Eco,4,4,4,2,2,2,4,2,3,0
22686,Female,Loyal_Customer,38,Eco,3,3,3,3,2,3,3,4,3,1
115933,Male,Loyal_Customer,28,Business,4,4,4,4,5,3,2,4,4,1
1805,Female,Loyal_Customer,28,Business,5,5,5,5,4,4,3,4,5,1
29993,Female,Loyal_Customer,63,Business,1,4,3,3,3,1,4,3,4,0
40342,Male,disloyal_Customer,29,Eco,3,4,3,3,1,3,1,3,3,1
37773,Female,Loyal_Customer,38,Eco_Plus,4,4,4,4,3,3,2,5,4,1
32270,Male,disloyal_Customer,21,Eco,5,3,5,5,2,5,2,5,5,0
115477,Female,disloyal_Customer,27,Business,1,1,1,1,2,5,5,5,1,0
24294,Female,Loyal_Customer,38,Eco_Plus,2,2,2,2,4,4,3,3,2,0
115379,Female,Loyal_Customer,56,Business,5,5,5,1,2,1,5,1,3,1
93233,Male,disloyal_Customer,21,Business,2,5,2,2,3,5,3,4,2,1
57338,Female,disloyal_Customer,42,Eco,3,3,3,3,2,3,3,4,3,0
102309,Female,Loyal_Customer,48,Business,5,5,5,4,4,4,5,4,3,1
114877,Female,Loyal_Customer,56,Business,5,5,5,4,4,4,3,4,3,1
82753,Male,Loyal_Customer,44,Business,4,5,4,5,5,5,5,5,4,1
51815,Female,disloyal_Customer,25,Eco_Plus,3,3,3,3,5,1,2,3,3,0
4881,Male,Loyal_Customer,8,Eco,5,1,5,5,2,4,3,3,5,0
26653,Female,Loyal_Customer,44,Eco,3,4,4,4,4,4,1,4,1,0
114814,Female,Loyal_Customer,56,Business,5,4,4,4,4,4,4,4,4,1
93700,Female,Loyal_Customer,48,Eco_Plus,3,3,3,2,1,2,1,2,4,0
83167,Female,Loyal_Customer,60,Eco_Plus,3,5,5,5,0,5,4,5,4,0
102376,Female,Loyal_Customer,19,Eco,5,5,3,5,1,3,2,1,5,1
95450,Female,disloyal_Customer,26,Eco_Plus,3,2,3,3,1,3,3,3,3,0
53679,Male,Loyal_Customer,33,Business,2,2,2,2,5,3,1,4,2,0
117282,Female,Loyal_Customer,40,Business,4,4,5,4,4,4,3,4,5,1
91760,Male,Loyal_Customer,48,Business,5,4,3,3,3,3,1,3,4,0
60914,Female,Loyal_Customer,34,Business,4,5,5,3,3,3,4,3,4,1
93392,Male,Loyal_Customer,40,Business,4,4,5,5,4,5,3,5,5,1
72884,Female,Loyal_Customer,12,Business,4,4,4,4,5,5,5,5,4,1
31198,Female,Loyal_Customer,60,Eco,5,2,3,4,4,4,4,4,5,1
74236,Female,Loyal_Customer,38,Eco,1,3,1,1,2,2,1,5,1,0
33744,Female,Loyal_Customer,40,Eco,5,5,5,5,3,5,3,3,5,1
79632,Male,Loyal_Customer,44,Eco,2,2,2,2,4,3,3,4,2,0
52528,Male,Loyal_Customer,52,Business,5,4,3,5,5,3,3,5,2,1
26747,Female,disloyal_Customer,29,Eco,1,1,1,1,2,2,4,2,1,0
99487,Male,Loyal_Customer,29,Eco,1,1,1,1,3,3,5,4,1,0
30290,Male,Loyal_Customer,39,Business,3,2,3,3,4,3,5,3,1,1
20203,Female,disloyal_Customer,38,Business,4,1,4,4,2,4,4,4,4,0
84633,Female,Loyal_Customer,45,Eco,4,4,4,5,3,5,4,5,4,0
53294,Female,Loyal_Customer,33,Business,5,3,3,1,1,1,1,1,2,0
13692,Female,Loyal_Customer,27,Business,2,2,2,2,4,1,4,3,2,1
111894,Female,Loyal_Customer,16,Eco,1,3,1,1,4,5,5,5,1,0
31476,Female,Loyal_Customer,39,Business,1,4,1,5,5,5,1,5,1,1
79537,Male,disloyal_Customer,24,Eco,4,5,4,4,5,5,4,4,4,1
120247,Female,Loyal_Customer,53,Eco,5,4,3,2,4,2,1,2,2,0
87021,Male,Loyal_Customer,59,Business,4,4,4,4,4,4,4,4,3,1
110097,Male,Loyal_Customer,37,Business,1,4,4,1,2,1,3,1,4,0
121756,Female,Loyal_Customer,55,Business,2,5,5,3,4,3,5,3,4,1
48708,Male,Loyal_Customer,35,Business,3,5,5,2,2,2,4,2,5,1
46061,Female,Loyal_Customer,59,Eco_Plus,3,3,4,1,1,1,1,1,4,0
100296,Male,Loyal_Customer,17,Business,4,4,4,4,4,4,5,5,4,1
73621,Female,Loyal_Customer,43,Business,3,5,5,4,4,4,3,4,3,1
46230,Male,Loyal_Customer,35,Business,5,3,2,3,4,3,5,3,5,1
66803,Female,disloyal_Customer,25,Business,3,3,3,3,4,4,3,4,3,0
58428,Male,Loyal_Customer,52,Business,4,3,3,3,3,3,3,3,3,0
19940,Female,Loyal_Customer,22,Eco,4,2,4,4,2,5,4,1,4,0
22102,Male,Loyal_Customer,52,Business,5,4,4,5,5,5,3,5,3,1
67256,Male,Loyal_Customer,37,Eco,3,4,3,3,4,5,5,5,3,0
23185,Female,Loyal_Customer,52,Eco,2,3,1,2,3,2,5,2,2,0
113726,Female,Loyal_Customer,23,Eco,1,2,1,1,5,4,3,4,1,0
108793,Female,Loyal_Customer,30,Business,4,4,4,4,3,1,3,5,4,1
100254,Male,Loyal_Customer,59,Business,4,4,4,4,4,4,4,4,5,1
91769,Female,Loyal_Customer,54,Business,4,3,4,4,4,4,4,4,4,1
24598,Male,Loyal_Customer,42,Eco,4,4,4,4,1,1,5,1,4,1
67764,Female,Loyal_Customer,39,Business,5,4,5,4,4,4,3,4,3,1
96484,Male,disloyal_Customer,36,Business,5,3,2,5,2,5,5,4,5,0
98907,Male,Loyal_Customer,39,Business,5,5,4,4,4,4,4,4,5,1
26499,Female,Loyal_Customer,33,Business,3,1,2,4,4,4,1,4,5,1
85732,Male,Loyal_Customer,67,Business,5,5,4,5,5,5,4,5,3,1
74954,Female,Loyal_Customer,58,Eco,2,2,4,4,4,4,5,4,1,1
128484,Female,Loyal_Customer,30,Eco,4,1,4,4,5,4,2,1,4,0
96734,Male,Loyal_Customer,59,Eco,5,5,5,5,4,4,3,4,5,1
43283,Male,Loyal_Customer,38,Eco,5,5,5,5,2,1,2,3,5,1
83023,Male,Loyal_Customer,42,Business,3,4,4,5,4,5,3,5,3,1
112540,Female,Loyal_Customer,30,Business,5,5,5,5,2,4,4,5,5,1
58421,Female,Loyal_Customer,31,Business,1,1,1,1,3,2,2,2,1,0
88693,Female,Loyal_Customer,26,Eco,5,1,4,5,2,4,3,4,5,0
57967,Female,Loyal_Customer,49,Eco,1,5,5,5,1,5,1,5,4,0
80973,Female,Loyal_Customer,42,Business,5,4,4,3,3,3,5,3,3,1
125860,Female,Loyal_Customer,54,Business,1,4,4,4,3,4,4,4,2,0
96412,Female,Loyal_Customer,28,Eco,4,4,4,4,5,2,3,4,4,0
83421,Female,Loyal_Customer,55,Eco,1,4,4,4,3,4,2,4,3,0
993,Male,disloyal_Customer,22,Eco,3,4,3,3,4,1,3,2,3,1
74658,Male,Loyal_Customer,11,Eco,2,3,2,2,3,2,3,3,2,0
113059,Male,disloyal_Customer,50,Business,2,5,2,2,2,5,5,4,2,1
52888,Female,Loyal_Customer,31,Eco,5,0,5,5,5,4,4,5,5,1
73057,Female,Loyal_Customer,8,Business,4,4,4,4,2,4,3,5,4,1
21011,Male,Loyal_Customer,45,Business,4,4,5,4,4,4,4,4,3,1
106212,Female,Loyal_Customer,43,Business,4,3,3,2,2,2,1,2,4,0
124632,Male,Loyal_Customer,45,Eco,1,4,1,1,4,3,2,3,1,0
88911,Male,Loyal_Customer,33,Eco,4,4,4,4,3,4,2,3,4,1
46880,Male,Loyal_Customer,59,Business,5,3,1,5,5,5,1,5,5,1
71308,Male,Loyal_Customer,31,Business,4,4,4,4,5,4,3,5,4,1
95449,Female,disloyal_Customer,27,Business,3,5,3,3,2,5,4,5,3,1
15745,Male,Loyal_Customer,44,Business,4,5,1,4,4,4,4,4,5,1
80825,Female,disloyal_Customer,33,Business,1,3,1,1,4,5,4,4,1,0
51710,Female,Loyal_Customer,16,Business,3,3,3,3,5,1,3,4,3,1
21004,Male,Loyal_Customer,25,Eco_Plus,3,3,2,3,1,3,2,3,3,0
29949,Female,Loyal_Customer,56,Business,2,3,2,2,2,2,5,2,1,1
69637,Female,Loyal_Customer,36,Business,3,4,5,5,5,5,5,5,5,1
73307,Male,Loyal_Customer,50,Business,3,5,5,5,5,5,3,5,4,1
18730,Female,Loyal_Customer,52,Business,4,4,4,4,4,4,5,4,5,1
59951,Male,Loyal_Customer,46,Business,4,4,5,4,4,4,5,4,5,1
22240,Male,Loyal_Customer,52,Business,5,4,4,3,3,1,4,3,2,0
84904,Female,Loyal_Customer,40,Eco,2,4,2,2,2,4,5,5,2,0
31050,Female,Loyal_Customer,55,Business,3,2,2,2,1,2,2,2,2,0
38801,Female,Loyal_Customer,67,Eco,5,4,4,1,3,1,4,1,3,0
30842,Male,Loyal_Customer,30,Eco_Plus,2,2,2,2,1,4,3,3,2,0
29156,Female,Loyal_Customer,35,Eco_Plus,5,5,5,5,3,1,5,4,5,1
63279,Female,Loyal_Customer,38,Business,5,5,5,5,5,5,4,5,5,1
348,Male,Loyal_Customer,56,Eco,1,3,1,1,4,5,3,4,1,0
52599,Female,Loyal_Customer,72,Business,1,1,2,1,1,2,2,1,4,0
96384,Female,disloyal_Customer,24,Business,2,3,2,2,4,3,1,3,2,0
105797,Male,Loyal_Customer,13,Eco,3,2,3,3,2,4,5,5,3,0
42058,Female,Loyal_Customer,39,Eco,3,0,3,3,5,4,4,4,3,0
33237,Female,Loyal_Customer,36,Eco_Plus,5,5,5,5,2,4,5,4,5,1
63524,Female,Loyal_Customer,29,Business,4,4,4,4,3,4,4,5,4,1
38327,Male,Loyal_Customer,42,Eco,4,4,4,4,2,4,1,4,4,1
11947,Female,Loyal_Customer,30,Business,3,0,1,3,5,3,2,3,3,0
70469,Male,disloyal_Customer,27,Business,2,3,2,2,3,4,5,4,2,0
95966,Male,Loyal_Customer,58,Business,2,4,5,3,3,3,4,3,5,1
31726,Female,Loyal_Customer,48,Eco,4,4,5,1,3,1,3,1,3,0
100308,Male,Loyal_Customer,48,Business,5,5,5,2,2,2,3,2,5,1
45202,Female,Loyal_Customer,56,Business,5,5,4,5,5,5,3,5,5,1
59634,Female,Loyal_Customer,17,Business,2,2,2,2,1,3,3,4,2,0
82371,Female,disloyal_Customer,27,Eco_Plus,5,3,5,5,5,3,3,4,5,0
66486,Male,disloyal_Customer,40,Business,5,3,5,5,2,5,4,5,5,0
118953,Female,Loyal_Customer,44,Business,4,4,5,5,5,5,4,5,3,1
44768,Male,Loyal_Customer,27,Eco,5,4,5,5,5,5,1,1,5,1
116326,Male,Loyal_Customer,14,Eco,1,2,2,3,4,5,2,5,2,0
116252,Female,Loyal_Customer,59,Eco,2,4,4,5,2,5,4,5,5,0
35377,Female,disloyal_Customer,27,Eco,5,3,5,5,1,4,1,1,5,0
101067,Female,Loyal_Customer,11,Eco,2,2,2,2,5,3,3,4,2,0
14920,Female,Loyal_Customer,51,Eco,2,1,5,2,4,5,2,2,3,0
99533,Male,Loyal_Customer,35,Business,2,4,5,3,4,3,3,3,5,0
23765,Male,disloyal_Customer,41,Business,3,4,3,3,5,4,3,5,3,1
113631,Female,Loyal_Customer,28,Eco,4,0,4,4,1,4,3,3,4,1
27878,Male,Loyal_Customer,17,Eco_Plus,4,4,3,4,1,3,4,3,4,0
67834,Male,Loyal_Customer,55,Business,2,5,5,4,5,4,5,4,2,1
11318,Female,Loyal_Customer,54,Eco,4,4,5,2,2,2,3,2,3,0
102571,Female,Loyal_Customer,34,Business,2,5,4,2,2,2,5,2,5,1
5789,Female,Loyal_Customer,54,Business,3,4,5,4,4,5,3,4,3,1
77439,Female,Loyal_Customer,60,Eco_Plus,2,4,3,3,3,3,1,3,2,0
3349,Male,disloyal_Customer,24,Business,5,3,5,5,5,4,4,5,5,1
104011,Male,Loyal_Customer,45,Eco,1,2,1,1,2,4,1,3,1,0
50142,Male,Loyal_Customer,56,Business,3,5,2,3,3,3,3,3,1,1
86233,Female,Loyal_Customer,41,Eco,5,0,5,5,5,4,1,4,5,1
78146,Male,Loyal_Customer,48,Business,4,4,5,4,4,4,4,4,4,1
20316,Male,disloyal_Customer,21,Eco,5,2,5,5,5,3,1,4,5,0
100341,Female,disloyal_Customer,36,Eco,3,2,3,3,2,4,2,2,3,0
5990,Female,Loyal_Customer,59,Business,3,5,5,4,4,4,5,4,4,1
40347,Male,Loyal_Customer,20,Business,4,4,4,4,5,1,2,1,4,1
34999,Female,disloyal_Customer,25,Eco,1,2,2,1,2,2,2,2,2,0
9217,Female,Loyal_Customer,52,Business,2,5,4,4,4,5,5,4,4,1
48940,Male,Loyal_Customer,37,Business,1,2,5,3,3,4,2,3,5,1
15175,Male,Loyal_Customer,43,Eco,5,5,5,5,2,1,5,3,5,1
86238,Male,Loyal_Customer,39,Eco,5,2,1,5,3,5,4,4,5,0
75710,Female,Loyal_Customer,59,Business,5,4,4,5,5,5,5,5,4,1
21480,Female,Loyal_Customer,38,Eco,2,2,2,2,5,3,1,2,2,0
70062,Male,Loyal_Customer,43,Business,5,5,4,4,4,4,5,4,4,1
95959,Female,Loyal_Customer,66,Business,4,4,5,5,5,5,4,5,3,1
6934,Male,Loyal_Customer,52,Business,2,4,4,5,5,5,3,5,3,1
108089,Male,Loyal_Customer,47,Business,5,5,5,5,5,5,5,5,5,1
115289,Male,Loyal_Customer,38,Business,4,4,3,3,3,3,4,3,1,0
44981,Male,disloyal_Customer,42,Business,2,3,2,2,5,5,1,3,2,0
60858,Male,Loyal_Customer,39,Business,2,4,4,4,3,4,2,4,2,0
104050,Female,Loyal_Customer,36,Eco,1,1,2,1,5,1,1,3,1,0
52357,Female,Loyal_Customer,63,Eco,1,4,2,4,2,4,4,4,4,0
114453,Female,Loyal_Customer,51,Business,4,5,5,4,4,4,3,4,5,1
86145,Male,Loyal_Customer,40,Business,5,5,4,5,5,5,5,5,3,1
47481,Male,Loyal_Customer,37,Eco,2,2,2,2,4,4,5,5,2,0
44993,Male,Loyal_Customer,60,Business,2,5,3,5,5,5,2,5,2,1
12599,Female,Loyal_Customer,10,Eco,5,1,5,5,2,2,1,4,5,0
122340,Female,Loyal_Customer,47,Business,4,4,4,4,4,4,4,4,3,1
2689,Female,disloyal_Customer,25,Business,5,4,5,5,5,5,3,5,5,0
128416,Male,Loyal_Customer,49,Business,3,4,3,1,1,1,4,1,3,0
4512,Male,Loyal_Customer,20,Eco,5,3,5,5,3,2,1,4,5,0
81066,Female,disloyal_Customer,37,Business,3,2,3,3,5,2,2,3,3,0
52138,Male,Loyal_Customer,38,Business,4,5,4,5,5,5,5,5,5,1
71421,Female,disloyal_Customer,40,Business,4,2,4,4,2,3,3,3,4,0
121488,Female,Loyal_Customer,51,Eco,3,4,4,1,2,1,3,1,4,0
47477,Male,Loyal_Customer,13,Eco,4,0,3,4,2,3,2,2,4,1
72251,Female,disloyal_Customer,25,Business,5,3,5,5,5,5,5,4,5,0
112985,Male,disloyal_Customer,39,Business,4,1,4,4,3,5,4,4,4,0
35316,Male,disloyal_Customer,14,Eco,5,3,1,5,2,4,2,4,5,0
15048,Male,Loyal_Customer,41,Eco,1,1,1,1,5,4,4,3,1,0
38283,Female,Loyal_Customer,25,Eco,3,2,3,3,5,5,5,5,3,0
66026,Female,Loyal_Customer,16,Business,5,5,5,5,3,4,4,4,5,1
60659,Male,Loyal_Customer,30,Eco,4,4,3,4,5,4,5,4,4,0
72645,Male,Loyal_Customer,55,Eco,3,2,3,3,2,5,4,4,3,0
85589,Male,disloyal_Customer,37,Eco,1,2,1,1,1,4,4,4,1,0
117366,Female,Loyal_Customer,41,Eco,1,2,1,1,2,3,1,3,1,0
79706,Male,Loyal_Customer,40,Eco,4,2,4,4,3,3,5,4,4,0
127673,Male,disloyal_Customer,20,Eco,3,4,3,3,4,4,3,3,3,0
25657,Female,Loyal_Customer,27,Business,5,5,5,5,1,1,1,3,5,1
35404,Male,disloyal_Customer,39,Eco,1,2,3,1,4,4,4,1,1,0
60400,Female,Loyal_Customer,45,Eco,2,4,2,3,1,3,5,3,4,0
97514,Male,Loyal_Customer,45,Eco,1,2,1,1,5,4,2,4,1,0
19594,Male,Loyal_Customer,15,Eco,5,2,5,5,4,4,1,4,5,0
27337,Female,Loyal_Customer,37,Eco,5,5,5,5,1,1,3,4,5,1
31143,Male,Loyal_Customer,8,Eco_Plus,2,3,2,2,4,4,3,4,2,0
17645,Female,Loyal_Customer,33,Business,3,1,2,4,4,4,3,4,4,1
70994,Male,disloyal_Customer,26,Business,1,1,1,1,2,5,5,4,1,0
34914,Female,Loyal_Customer,33,Business,4,3,4,4,4,4,2,4,4,1
52947,Female,Loyal_Customer,34,Business,3,2,4,4,4,4,5,4,2,1
109489,Male,Loyal_Customer,49,Business,2,5,5,5,5,5,5,5,3,1
372,Male,Loyal_Customer,50,Business,4,4,4,4,5,4,5,4,5,1
95455,Male,Loyal_Customer,57,Business,3,5,4,5,5,5,4,5,5,1
56241,Male,Loyal_Customer,11,Business,5,5,5,5,5,5,5,5,5,1
33044,Male,Loyal_Customer,40,Eco,3,4,3,3,2,4,4,5,3,0
20368,Female,Loyal_Customer,22,Eco,5,1,5,5,3,3,2,3,5,0
60102,Male,Loyal_Customer,50,Business,3,5,4,3,4,3,3,3,3,1
36864,Male,Loyal_Customer,19,Business,4,4,4,4,1,3,2,5,4,1
111964,Female,disloyal_Customer,23,Eco,5,1,4,5,3,4,3,3,5,0
6434,Female,Loyal_Customer,37,Eco,4,2,4,4,4,4,3,5,4,0
78811,Male,Loyal_Customer,19,Eco,3,3,5,3,1,4,1,3,3,0
66518,Male,Loyal_Customer,57,Eco,4,2,4,4,4,4,4,4,4,0
80065,Male,Loyal_Customer,33,Eco,5,1,5,5,2,5,5,4,5,0
45161,Female,Loyal_Customer,37,Business,4,3,1,4,4,4,3,4,1,1
15872,Female,Loyal_Customer,46,Business,2,4,4,4,3,4,2,4,4,0
120533,Female,Loyal_Customer,12,Eco_Plus,1,3,1,1,2,4,1,4,1,0
61645,Male,Loyal_Customer,51,Business,4,5,4,4,4,4,3,4,3,1
81549,Female,Loyal_Customer,30,Eco_Plus,2,2,2,2,5,4,5,4,2,0
83950,Male,disloyal_Customer,23,Eco,1,3,1,1,5,5,3,5,1,0
62995,Female,Loyal_Customer,24,Business,2,2,2,2,5,2,3,2,2,0
41151,Female,Loyal_Customer,8,Eco,1,4,1,1,3,5,5,5,1,0
118922,Male,Loyal_Customer,46,Eco,4,2,4,4,5,4,4,5,4,0
46797,Female,Loyal_Customer,31,Business,4,1,4,4,2,4,4,4,4,0
21620,Female,Loyal_Customer,23,Business,2,3,2,2,1,4,1,3,2,0
15058,Male,Loyal_Customer,18,Eco,2,1,4,2,1,3,3,1,2,0
98805,Female,Loyal_Customer,16,Business,2,2,2,2,4,5,4,4,2,0
