Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
356,47,0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales_Representative,3,Single,2976,25751,3,Y,No,19,0
357,42,0,Travel_Rarely,810,Research_and_Development,23,5,Life_Sciences,1,Female,44,3,4,Research_Director,4,Single,15992,15901,2,Y,No,14,0
358,29,0,Non-Travel,746,Sales,2,3,Life_Sciences,4,Male,61,3,2,Sales_Executive,3,Married,4649,16928,1,Y,No,14,0
359,42,0,Travel_Rarely,544,Human_Resources,2,1,Technical_Degree,3,Male,52,3,1,Human_Resources,3,Divorced,2696,24017,0,Y,Yes,11,1
360,32,0,Travel_Rarely,1062,Research_and_Development,2,3,Medical,3,Female,75,3,1,Laboratory_Technician,2,Married,2370,3956,1,Y,No,13,0
361,48,0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,0
362,37,0,Travel_Rarely,1319,Research_and_Development,6,3,Medical,3,Male,51,4,2,Research_Scientist,1,Divorced,5974,17001,4,Y,Yes,13,6
363,30,0,Non-Travel,641,Sales,25,2,Technical_Degree,4,Female,85,3,2,Sales_Executive,3,Married,4736,6069,7,Y,Yes,12,2
364,26,0,Travel_Rarely,933,Sales,1,3,Life_Sciences,3,Male,57,3,2,Sales_Executive,3,Married,5296,20156,1,Y,No,17,7
365,42,0,Travel_Rarely,1332,Research_and_Development,2,4,Other,1,Male,98,2,2,Healthcare_Representative,4,Single,6781,17078,3,Y,No,23,0
366,21,1,Travel_Frequently,756,Sales,1,1,Technical_Degree,1,Female,99,2,1,Sales_Representative,2,Single,2174,9150,1,Y,Yes,11,1
367,36,0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales_Executive,4,Single,6653,15276,4,Y,No,15,0
368,36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales_Executive,4,Married,9699,7246,4,Y,No,11,1
369,57,0,Travel_Rarely,593,Research_and_Development,1,4,Medical,4,Male,88,3,2,Healthcare_Representative,3,Married,6755,2967,2,Y,No,11,1
370,40,0,Travel_Rarely,1171,Research_and_Development,10,4,Life_Sciences,4,Female,46,4,1,Laboratory_Technician,3,Married,2213,22495,3,Y,Yes,13,1
371,21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales_Representative,4,Single,2610,2851,1,Y,No,24,2
372,33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales_Representative,3,Single,2851,9150,1,Y,Yes,13,0
373,37,0,Travel_Rarely,921,Research_and_Development,10,3,Medical,3,Female,98,3,1,Laboratory_Technician,1,Married,3452,17663,6,Y,No,20,0
374,46,0,Non-Travel,1144,Research_and_Development,7,4,Medical,3,Female,30,3,2,Manufacturing_Director,3,Married,5258,16044,2,Y,No,14,0
375,41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales_Executive,2,Single,9355,9558,1,Y,No,18,7
376,50,0,Travel_Rarely,1046,Research_and_Development,10,3,Technical_Degree,4,Male,100,2,3,Healthcare_Representative,4,Single,10496,2755,6,Y,No,15,1
377,40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales_Executive,3,Married,6380,6110,2,Y,Yes,12,1
378,31,0,Travel_Rarely,408,Research_and_Development,9,4,Life_Sciences,3,Male,42,2,1,Research_Scientist,2,Single,2657,7551,0,Y,Yes,16,2
379,21,1,Travel_Rarely,156,Sales,12,3,Life_Sciences,3,Female,90,4,1,Sales_Representative,2,Single,2716,25422,1,Y,No,15,0
380,29,0,Travel_Rarely,1283,Research_and_Development,23,3,Life_Sciences,4,Male,54,3,1,Research_Scientist,4,Single,2201,18168,9,Y,No,16,1
381,35,0,Travel_Rarely,755,Research_and_Development,9,4,Life_Sciences,3,Male,97,2,2,Healthcare_Representative,2,Single,6540,19394,9,Y,No,19,0
382,27,0,Travel_Rarely,1469,Research_and_Development,1,2,Medical,4,Male,82,3,1,Laboratory_Technician,2,Divorced,3816,17881,1,Y,No,11,0
383,28,0,Travel_Rarely,304,Sales,9,4,Life_Sciences,2,Male,92,3,2,Sales_Executive,4,Single,5253,20750,1,Y,No,16,0
384,49,0,Travel_Rarely,1261,Research_and_Development,7,3,Other,2,Male,31,2,3,Healthcare_Representative,3,Single,10965,12066,8,Y,No,24,0
385,51,0,Travel_Rarely,1178,Sales,14,2,Life_Sciences,3,Female,87,3,2,Sales_Executive,4,Married,4936,14862,4,Y,No,11,0
386,36,0,Travel_Rarely,329,Research_and_Development,2,3,Life_Sciences,4,Female,96,3,1,Research_Scientist,3,Married,2543,11868,4,Y,No,13,2
387,34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales_Executive,4,Single,5304,4652,8,Y,Yes,13,0
388,55,0,Travel_Rarely,1311,Research_and_Development,2,3,Life_Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,1
389,24,0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales_Executive,3,Divorced,4260,5915,1,Y,Yes,12,0
390,30,0,Travel_Rarely,202,Sales,2,1,Technical_Degree,3,Male,72,3,1,Sales_Representative,2,Married,2476,17434,1,Y,No,18,0
391,26,1,Travel_Frequently,575,Research_and_Development,3,1,Technical_Degree,3,Male,73,3,1,Research_Scientist,1,Single,3102,6582,0,Y,No,22,0
392,22,0,Travel_Rarely,253,Research_and_Development,11,3,Medical,1,Female,43,3,1,Research_Scientist,2,Married,2244,24440,1,Y,No,13,1
393,36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales_Executive,3,Married,7596,3809,1,Y,No,13,9
394,30,1,Travel_Frequently,464,Research_and_Development,4,3,Technical_Degree,3,Male,40,3,1,Research_Scientist,4,Single,2285,3427,9,Y,Yes,23,0
395,37,0,Travel_Rarely,1107,Research_and_Development,14,3,Life_Sciences,4,Female,95,3,1,Laboratory_Technician,1,Divorced,3034,26914,1,Y,No,12,12
396,40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales_Executive,2,Divorced,5715,22553,7,Y,No,12,1
397,42,0,Travel_Rarely,201,Research_and_Development,1,4,Life_Sciences,2,Female,95,3,1,Laboratory_Technician,1,Divorced,2576,20490,3,Y,No,16,1
398,37,0,Travel_Rarely,1305,Research_and_Development,10,4,Life_Sciences,3,Male,49,3,2,Manufacturing_Director,2,Single,4197,21123,2,Y,Yes,12,0
399,43,0,Travel_Rarely,982,Research_and_Development,12,3,Life_Sciences,1,Male,59,2,4,Research_Director,2,Divorced,14336,4345,1,Y,No,11,3
400,40,0,Travel_Rarely,555,Research_and_Development,2,3,Medical,2,Female,78,2,2,Laboratory_Technician,3,Married,3448,13436,6,Y,No,22,0
401,54,0,Travel_Rarely,821,Research_and_Development,5,2,Medical,1,Male,86,3,5,Research_Director,1,Married,19406,8509,4,Y,No,11,1
402,34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales_Executive,3,Married,6538,12740,9,Y,No,15,1
403,31,0,Travel_Rarely,480,Research_and_Development,7,2,Medical,2,Female,31,3,2,Manufacturing_Director,1,Married,4306,4156,1,Y,No,12,3
404,43,0,Travel_Frequently,313,Research_and_Development,21,3,Medical,4,Male,61,3,1,Laboratory_Technician,4,Married,2258,15238,7,Y,No,20,1
405,43,0,Travel_Rarely,1473,Research_and_Development,8,4,Other,3,Female,74,3,2,Healthcare_Representative,3,Divorced,4522,2227,4,Y,Yes,14,0
406,25,0,Travel_Rarely,891,Sales,4,2,Life_Sciences,2,Female,99,2,2,Sales_Executive,4,Single,4487,12090,1,Y,Yes,11,1
407,37,0,Non-Travel,1063,Research_and_Development,25,5,Medical,2,Female,72,3,2,Research_Scientist,3,Married,4449,23866,3,Y,Yes,15,10
408,31,0,Travel_Rarely,329,Research_and_Development,1,2,Life_Sciences,4,Male,98,2,1,Laboratory_Technician,1,Married,2218,16193,1,Y,No,12,3
409,39,0,Travel_Frequently,1218,Research_and_Development,1,1,Life_Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,1
410,56,0,Travel_Frequently,906,Sales,6,3,Life_Sciences,3,Female,86,4,4,Sales_Executive,1,Married,13212,18256,9,Y,No,11,7
411,30,0,Travel_Rarely,1082,Sales,12,3,Technical_Degree,2,Female,83,3,2,Sales_Executive,3,Single,6577,19558,0,Y,No,11,4
412,41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales_Executive,1,Married,8392,19566,1,Y,No,16,0
413,28,0,Travel_Rarely,1300,Research_and_Development,17,2,Medical,3,Male,79,3,2,Laboratory_Technician,1,Divorced,4558,13535,1,Y,No,12,1
414,25,1,Travel_Rarely,688,Research_and_Development,3,3,Medical,1,Male,91,3,1,Laboratory_Technician,1,Married,4031,9396,5,Y,No,13,0
415,52,0,Travel_Rarely,319,Research_and_Development,3,3,Medical,4,Male,39,2,3,Manufacturing_Director,3,Married,7969,19609,2,Y,Yes,14,0
416,45,0,Travel_Rarely,192,Research_and_Development,10,2,Life_Sciences,1,Male,69,3,1,Research_Scientist,4,Married,2654,9655,3,Y,No,21,0
417,52,0,Travel_Rarely,1490,Research_and_Development,4,2,Life_Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,1
418,42,0,Travel_Frequently,532,Research_and_Development,29,2,Life_Sciences,1,Female,92,3,2,Research_Scientist,3,Divorced,4556,12932,2,Y,No,11,0
419,30,0,Travel_Rarely,317,Research_and_Development,2,3,Life_Sciences,3,Female,43,1,2,Manufacturing_Director,4,Single,6091,24793,2,Y,No,20,0
420,60,0,Travel_Rarely,422,Research_and_Development,7,3,Life_Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,11
421,46,0,Travel_Rarely,1485,Research_and_Development,18,3,Medical,3,Female,87,3,2,Manufacturing_Director,3,Divorced,4810,26314,2,Y,No,14,0
422,42,0,Travel_Frequently,1368,Research_and_Development,28,4,Technical_Degree,4,Female,88,2,2,Healthcare_Representative,4,Married,4523,4386,0,Y,No,11,0
423,24,1,Travel_Rarely,1448,Sales,1,1,Technical_Degree,1,Female,62,3,1,Sales_Representative,2,Single,3202,21972,1,Y,Yes,16,1
424,34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales_Representative,3,Divorced,2351,12253,0,Y,No,16,1
425,38,0,Travel_Frequently,1490,Research_and_Development,2,2,Life_Sciences,4,Male,42,3,1,Laboratory_Technician,4,Married,1702,12106,1,Y,Yes,23,0
426,40,0,Travel_Rarely,1398,Sales,2,4,Life_Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,1
427,26,0,Travel_Rarely,1349,Research_and_Development,23,3,Life_Sciences,1,Female,90,3,1,Research_Scientist,4,Divorced,2886,3032,1,Y,No,22,0
428,30,0,Non-Travel,1400,Research_and_Development,3,3,Life_Sciences,3,Male,53,3,1,Laboratory_Technician,4,Married,2097,16734,4,Y,No,15,1
429,29,0,Travel_Rarely,986,Research_and_Development,3,4,Medical,2,Male,93,2,3,Research_Director,3,Married,11935,21526,1,Y,No,18,0
430,29,1,Travel_Rarely,408,Research_and_Development,25,5,Technical_Degree,3,Female,71,2,1,Research_Scientist,2,Married,2546,18300,5,Y,No,16,1
431,19,1,Travel_Rarely,489,Human_Resources,2,2,Technical_Degree,1,Male,52,2,1,Human_Resources,4,Single,2564,18437,1,Y,No,12,0
432,30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales_Executive,1,Married,8412,2890,0,Y,No,11,7
433,57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,0
434,50,0,Travel_Rarely,1099,Research_and_Development,29,4,Life_Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,15
435,30,0,Non-Travel,1116,Research_and_Development,2,3,Medical,3,Female,49,3,1,Laboratory_Technician,4,Single,2564,7181,0,Y,No,14,6
436,60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales_Executive,1,Married,10266,2845,4,Y,No,19,13
437,47,0,Travel_Rarely,983,Research_and_Development,2,2,Medical,1,Female,65,3,2,Manufacturing_Director,4,Divorced,5070,7389,5,Y,No,13,0
438,46,0,Travel_Rarely,1009,Research_and_Development,2,3,Life_Sciences,1,Male,51,3,4,Research_Director,3,Married,17861,2288,6,Y,No,13,0
439,35,0,Travel_Rarely,144,Research_and_Development,22,3,Life_Sciences,4,Male,46,1,1,Laboratory_Technician,3,Single,4230,19225,0,Y,No,15,4
440,54,0,Travel_Rarely,548,Research_and_Development,8,4,Life_Sciences,3,Female,42,3,2,Laboratory_Technician,3,Single,3780,23428,7,Y,No,11,0
441,34,0,Travel_Rarely,1303,Research_and_Development,2,4,Life_Sciences,4,Male,62,2,1,Research_Scientist,3,Divorced,2768,8416,3,Y,No,12,5
442,46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales_Executive,4,Married,9071,11563,2,Y,Yes,19,1
443,31,0,Travel_Rarely,1274,Research_and_Development,9,1,Life_Sciences,3,Male,33,3,3,Manufacturing_Director,2,Divorced,10648,14394,1,Y,No,25,0
444,33,1,Travel_Rarely,1277,Research_and_Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,7
445,33,1,Travel_Rarely,587,Research_and_Development,10,1,Medical,1,Male,38,1,1,Laboratory_Technician,4,Divorced,3408,6705,7,Y,No,13,1
446,30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales_Representative,2,Single,2983,18398,0,Y,No,14,1
447,35,0,Travel_Rarely,1276,Research_and_Development,16,3,Life_Sciences,4,Male,72,3,3,Healthcare_Representative,3,Married,7632,14295,4,Y,Yes,12,0
448,31,1,Travel_Frequently,534,Research_and_Development,20,3,Life_Sciences,1,Male,66,3,3,Healthcare_Representative,3,Married,9824,22908,3,Y,No,12,0
449,34,1,Travel_Frequently,988,Human_Resources,23,3,Human_Resources,2,Female,43,3,3,Human_Resources,1,Divorced,9950,11533,9,Y,Yes,15,0
450,42,0,Travel_Frequently,1474,Research_and_Development,5,2,Other,2,Male,97,3,1,Laboratory_Technician,3,Married,2093,9260,4,Y,No,17,2
451,42,0,Travel_Frequently,1474,Research_and_Development,5,2,Other,2,Male,97,3,1,Laboratory_Technician,3,Married,2093,9260,4,Y,No,17,2
452,42,0,Travel_Frequently,1474,Research_and_Development,5,2,Other,2,Male,97,3,1,Laboratory_Technician,3,Married,2093,9260,4,Y,No,17,2
453,36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales_Executive,4,Single,9980,15318,1,Y,No,14,9
454,22,1,Travel_Frequently,1368,Research_and_Development,4,1,Technical_Degree,3,Male,99,2,1,Laboratory_Technician,3,Single,3894,9129,5,Y,No,16,1
455,48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales_Executive,4,Married,4051,19658,2,Y,No,14,6
456,55,0,Travel_Rarely,1117,Sales,18,5,Life_Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,7
457,41,0,Non-Travel,267,Sales,10,2,Life_Sciences,4,Male,56,3,2,Sales_Executive,4,Single,6230,13430,7,Y,No,14,1
458,35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales_Executive,3,Married,4717,18659,9,Y,No,11,6
459,40,0,Travel_Rarely,302,Research_and_Development,6,3,Life_Sciences,2,Female,75,3,4,Manufacturing_Director,3,Single,13237,20364,7,Y,No,15,5
460,39,0,Travel_Frequently,443,Research_and_Development,8,1,Life_Sciences,3,Female,48,3,1,Laboratory_Technician,3,Married,3755,17872,1,Y,No,11,0
461,31,0,Travel_Rarely,828,Sales,2,1,Life_Sciences,2,Male,77,3,2,Sales_Executive,4,Single,6582,8346,4,Y,Yes,13,0
462,42,0,Travel_Rarely,319,Research_and_Development,24,3,Medical,4,Male,56,3,3,Manufacturing_Director,1,Married,7406,6950,1,Y,Yes,21,5
463,45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales_Executive,2,Married,4805,16177,0,Y,No,19,3
464,26,1,Travel_Frequently,426,Human_Resources,17,4,Life_Sciences,2,Female,58,3,1,Human_Resources,3,Divorced,2741,22808,0,Y,Yes,11,1
465,29,0,Travel_Rarely,232,Research_and_Development,19,3,Technical_Degree,4,Male,34,3,2,Manufacturing_Director,4,Divorced,4262,22645,4,Y,No,12,1
466,33,0,Travel_Rarely,922,Research_and_Development,1,5,Medical,1,Female,95,4,4,Research_Director,3,Divorced,16184,22578,4,Y,No,19,0
467,31,0,Travel_Rarely,688,Sales,7,3,Life_Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,0
468,18,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales_Representative,2,Single,1878,8059,1,Y,Yes,14,0
469,40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales_Executive,1,Divorced,10932,11373,3,Y,No,15,0
470,41,0,Non-Travel,509,Research_and_Development,2,4,Other,1,Female,62,2,2,Healthcare_Representative,3,Single,6811,2112,2,Y,Yes,17,0
471,26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales_Executive,3,Divorced,4306,4267,5,Y,No,12,0
472,35,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales_Executive,3,Single,4859,6698,1,Y,No,16,0
473,34,0,Travel_Rarely,258,Sales,21,4,Life_Sciences,4,Male,74,4,2,Sales_Executive,4,Single,5337,19921,1,Y,No,12,5
474,26,1,Travel_Rarely,471,Research_and_Development,24,3,Technical_Degree,3,Male,66,1,1,Laboratory_Technician,4,Single,2340,23213,1,Y,Yes,18,0
475,37,0,Travel_Rarely,799,Research_and_Development,1,3,Technical_Degree,2,Female,59,3,3,Manufacturing_Director,4,Single,7491,23848,4,Y,No,17,1
476,46,0,Travel_Frequently,1034,Research_and_Development,18,1,Medical,1,Female,86,3,3,Healthcare_Representative,3,Married,10527,8984,5,Y,No,11,1
477,41,0,Travel_Rarely,1276,Sales,2,5,Life_Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,11
478,37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales_Executive,2,Divorced,8834,24666,1,Y,No,13,7
479,52,0,Travel_Rarely,956,Research_and_Development,6,2,Technical_Degree,4,Male,78,3,2,Research_Scientist,1,Divorced,5577,22087,3,Y,Yes,12,6
480,32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales_Executive,3,Married,4707,23914,8,Y,No,12,1
481,24,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales_Representative,4,Married,2400,5530,0,Y,No,13,2
482,38,0,Travel_Rarely,1495,Research_and_Development,10,3,Medical,3,Female,76,3,2,Healthcare_Representative,3,Married,9824,22174,3,Y,No,19,0
483,37,0,Travel_Rarely,446,Research_and_Development,1,4,Life_Sciences,2,Female,65,3,2,Manufacturing_Director,2,Married,6447,15701,6,Y,No,12,4
484,49,0,Travel_Rarely,1245,Research_and_Development,18,4,Life_Sciences,4,Male,58,2,5,Research_Director,3,Divorced,19502,2125,1,Y,Yes,17,0
485,24,0,Travel_Rarely,691,Research_and_Development,23,3,Medical,2,Male,89,4,1,Research_Scientist,4,Married,2725,21630,1,Y,Yes,11,1
486,26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales_Executive,2,Married,6272,7428,1,Y,No,20,1
487,24,0,Travel_Rarely,823,Research_and_Development,17,2,Other,4,Male,94,2,1,Laboratory_Technician,2,Married,2127,9100,1,Y,No,21,0
488,50,0,Travel_Frequently,1246,Human_Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,10
489,25,0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales_Representative,3,Married,2096,26376,1,Y,No,11,0
490,24,1,Travel_Frequently,1287,Research_and_Development,7,3,Life_Sciences,1,Female,55,3,1,Laboratory_Technician,3,Married,2886,14168,1,Y,Yes,16,1
491,30,1,Travel_Frequently,448,Sales,12,4,Life_Sciences,2,Male,74,2,1,Sales_Representative,1,Married,2033,14470,1,Y,No,18,0
492,34,0,Travel_Rarely,254,Research_and_Development,1,2,Life_Sciences,2,Male,83,2,1,Research_Scientist,4,Married,3622,22794,1,Y,Yes,13,1
493,31,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales_Executive,1,Divorced,4233,11512,2,Y,No,17,1
494,35,0,Travel_Rarely,538,Research_and_Development,25,2,Other,1,Male,54,2,2,Laboratory_Technician,4,Single,3681,14004,4,Y,No,14,0
495,31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales_Executive,4,Divorced,5460,6219,4,Y,No,22,5
496,27,0,Travel_Rarely,798,Research_and_Development,6,4,Medical,1,Female,66,2,1,Research_Scientist,3,Divorced,2187,5013,0,Y,No,12,0
497,37,0,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales_Executive,3,Married,9602,3010,4,Y,Yes,11,1
498,20,0,Travel_Rarely,959,Research_and_Development,1,3,Life_Sciences,4,Female,83,2,1,Research_Scientist,2,Single,2836,11757,1,Y,No,13,0
499,42,0,Travel_Rarely,622,Research_and_Development,2,4,Life_Sciences,3,Female,81,3,2,Healthcare_Representative,4,Married,4089,5718,1,Y,No,13,2
500,43,0,Travel_Rarely,782,Research_and_Development,6,4,Other,2,Male,50,2,4,Research_Director,4,Divorced,16627,2671,4,Y,Yes,14,0
501,38,0,Travel_Rarely,362,Research_and_Development,1,1,Life_Sciences,3,Female,43,3,1,Research_Scientist,1,Single,2619,14561,3,Y,No,17,0
502,43,0,Travel_Frequently,1001,Research_and_Development,9,5,Medical,4,Male,72,3,2,Laboratory_Technician,3,Divorced,5679,19627,3,Y,Yes,13,4
503,48,0,Travel_Rarely,1236,Research_and_Development,1,4,Life_Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,0
504,44,0,Travel_Rarely,1112,Human_Resources,1,4,Life_Sciences,1,Female,50,2,2,Human_Resources,3,Single,5985,26894,4,Y,No,11,0
505,34,0,Travel_Rarely,204,Sales,14,3,Technical_Degree,3,Female,31,3,1,Sales_Representative,3,Divorced,2579,2912,1,Y,Yes,18,0
506,27,1,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales_Representative,1,Divorced,3041,16346,0,Y,No,11,0
507,21,0,Travel_Rarely,1343,Sales,22,1,Technical_Degree,3,Male,49,3,1,Sales_Representative,3,Single,3447,24444,1,Y,No,11,1
508,44,0,Travel_Rarely,1315,Research_and_Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,0
509,22,0,Travel_Rarely,604,Research_and_Development,6,1,Medical,1,Male,69,3,1,Research_Scientist,3,Married,2773,12145,0,Y,No,20,2
510,33,0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales_Executive,3,Divorced,7104,20431,0,Y,No,12,1
511,32,0,Travel_Rarely,646,Research_and_Development,9,4,Life_Sciences,1,Female,92,3,2,Research_Scientist,4,Married,6322,18089,1,Y,Yes,12,0
512,30,0,Travel_Frequently,160,Research_and_Development,3,3,Medical,3,Female,71,3,1,Research_Scientist,3,Divorced,2083,22653,1,Y,No,20,0
513,53,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales_Executive,1,Single,8381,7507,7,Y,No,20,8
514,34,0,Travel_Rarely,1397,Research_and_Development,1,5,Life_Sciences,2,Male,42,3,1,Research_Scientist,4,Married,2691,7660,1,Y,No,12,8
515,45,1,Travel_Frequently,306,Sales,26,4,Life_Sciences,1,Female,100,3,2,Sales_Executive,1,Married,4286,5630,2,Y,No,14,0
516,26,0,Travel_Rarely,991,Research_and_Development,6,3,Life_Sciences,3,Female,71,3,1,Laboratory_Technician,4,Married,2659,17759,1,Y,Yes,13,0
517,37,0,Travel_Rarely,482,Research_and_Development,3,3,Other,3,Male,36,3,3,Manufacturing_Director,3,Married,9434,9606,1,Y,No,15,7
518,29,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales_Executive,3,Married,5561,3487,1,Y,No,14,1
519,35,0,Travel_Rarely,1017,Research_and_Development,6,4,Life_Sciences,2,Male,82,1,2,Research_Scientist,4,Single,6646,19368,1,Y,No,13,11
520,33,0,Travel_Frequently,1296,Research_and_Development,6,3,Life_Sciences,3,Male,30,3,2,Healthcare_Representative,4,Divorced,7725,5335,3,Y,No,23,4
521,54,0,Travel_Rarely,397,Human_Resources,19,4,Medical,3,Male,88,3,3,Human_Resources,2,Married,10725,6729,2,Y,No,15,7
522,36,0,Travel_Rarely,913,Research_and_Development,9,2,Medical,2,Male,48,2,2,Manufacturing_Director,2,Divorced,8847,13934,2,Y,Yes,11,0
523,27,0,Travel_Rarely,1115,Research_and_Development,3,4,Medical,1,Male,54,2,1,Research_Scientist,4,Single,2045,15174,0,Y,No,13,1
524,20,1,Travel_Rarely,1362,Research_and_Development,10,1,Medical,4,Male,32,3,1,Research_Scientist,3,Single,1009,26999,1,Y,Yes,11,1
525,33,1,Travel_Frequently,1076,Research_and_Development,3,3,Life_Sciences,1,Male,70,3,1,Research_Scientist,1,Single,3348,3164,1,Y,Yes,11,9
526,35,0,Non-Travel,727,Research_and_Development,3,3,Life_Sciences,3,Male,41,2,1,Laboratory_Technician,3,Married,1281,16900,1,Y,No,18,0
527,23,0,Travel_Rarely,885,Research_and_Development,4,3,Medical,1,Male,58,4,1,Research_Scientist,1,Married,2819,8544,2,Y,No,16,0
528,25,0,Travel_Rarely,810,Sales,8,3,Life_Sciences,4,Male,57,4,2,Sales_Executive,2,Married,4851,15678,0,Y,No,22,1
529,38,0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales_Executive,4,Single,4028,7791,0,Y,No,20,0
530,29,0,Travel_Frequently,806,Research_and_Development,1,4,Life_Sciences,2,Male,76,1,1,Research_Scientist,4,Divorced,2720,18959,1,Y,No,18,2
531,48,0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales_Executive,2,Married,8120,18597,3,Y,No,12,2
532,27,0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales_Executive,4,Divorced,4647,16673,1,Y,Yes,20,0
533,37,0,Travel_Rarely,1225,Research_and_Development,10,2,Life_Sciences,4,Male,80,4,1,Research_Scientist,4,Single,4680,15232,3,Y,No,17,0
534,50,0,Travel_Rarely,1207,Research_and_Development,28,1,Medical,4,Male,74,4,1,Laboratory_Technician,3,Married,3221,3297,1,Y,Yes,11,3
535,34,0,Travel_Rarely,1442,Research_and_Development,9,3,Medical,4,Female,46,2,3,Healthcare_Representative,2,Single,8621,17654,1,Y,No,14,7
536,24,1,Travel_Rarely,693,Sales,3,2,Life_Sciences,1,Female,65,3,2,Sales_Executive,3,Single,4577,24785,9,Y,No,14,2
537,39,0,Travel_Rarely,408,Research_and_Development,2,4,Technical_Degree,4,Female,80,2,2,Healthcare_Representative,3,Single,4553,20978,1,Y,No,11,11
