Transaction_ID,Configuration,Screen_Size,Battery_Life,RAM,Processor_Speeds,Integrated_Wireless,HD_Size,Bundled_Applications,Retail_Price
70813,542,17,4,4,1.5,No,120,No,610
83944,182,15,5,1,2.4,Yes,120,No,445
50947,658,17,5,2,2.4,Yes,40,No,540
148353,39,15,4,1,2.4,Yes,300,Yes,
119242,628,17,5,2,1.5,Yes,80,No,510
122223,259,15,5,4,2,Yes,80,Yes,605
122377,540,17,4,4,1.5,No,80,No,590
48663,37,15,4,1,2.4,Yes,120,Yes,480
187095,85,15,4,2,2.4,Yes,120,Yes,490
280115,369,15,6,2,2.4,Yes,40,Yes,510
212818,89,15,4,2,2.4,No,40,Yes,410
126441,488,17,4,2,1.5,Yes,300,No,570
123105,493,17,4,2,1.5,No,120,Yes,540
28432,175,15,5,1,2,No,300,Yes,500
4938,200,15,5,2,1.5,Yes,300,No,510
181789,365,15,6,2,2,No,120,Yes,
115199,92,15,4,2,2.4,No,80,No,420
111713,64,15,4,2,1.5,No,300,No,400
132818,527,17,4,2,2.4,No,300,Yes,650
294308,90,15,4,2,2.4,No,40,No,340
269163,459,17,4,1,2,No,80,Yes,485
101176,730,17,6,1,1.5,No,40,No,495
274173,545,17,4,4,2,Yes,40,Yes,645
190911,326,15,6,1,2.4,Yes,120,No,510
126813,39,15,4,1,2.4,Yes,300,Yes,530
225584,359,15,6,2,2,Yes,300,Yes,565
90130,244,15,5,4,1.5,Yes,80,No,530
249313,589,17,5,1,1.5,No,120,Yes,500
225421,743,17,6,1,2,Yes,300,Yes,690
74840,342,15,6,2,1.5,Yes,120,No,470
118684,244,15,5,4,1.5,Yes,80,No,530
226905,616,17,5,1,2.4,Yes,300,No,585
281889,634,17,5,2,1.5,No,40,No,410
286091,710,17,5,4,2.4,Yes,120,No,700
81032,282,15,5,4,2.4,No,40,No,520
213428,222,15,5,2,2,No,120,No,365
210385,535,17,4,4,1.5,Yes,300,Yes,740
10288,62,15,4,2,1.5,No,120,No,400
17898,294,15,6,1,1.5,Yes,120,No,470
44713,63,15,4,2,1.5,No,300,Yes,470
30969,361,15,6,2,2,No,40,Yes,495
178682,666,17,5,2,2.4,No,40,No,490
133189,139,15,4,4,2.4,No,80,Yes,590
33916,350,15,6,2,1.5,No,120,No,470
254822,487,17,4,2,1.5,Yes,300,Yes,406
93027,28,15,4,1,2,No,80,No,335
7568,223,15,5,2,2,No,300,Yes,565
189483,540,17,4,4,1.5,No,80,No,590
216531,376,15,6,2,2.4,Yes,300,No,590
217840,532,17,4,4,1.5,Yes,80,No,610
245350,313,15,6,1,2,No,40,Yes,425
166926,222,15,5,2,2,No,120,No,
53828,427,15,6,4,2.4,No,80,Yes,690
255815,87,15,4,2,2.4,Yes,300,Yes,530
266583,302,15,6,1,1.5,No,120,No,
239825,669,17,5,2,2.4,No,120,Yes,580
149528,64,15,4,2,1.5,No,300,No,273
71520,197,15,5,2,1.5,Yes,120,Yes,315
3758,175,15,5,1,2,No,300,Yes,515
107336,540,17,4,4,1.5,No,80,No,590
19481,23,15,4,1,2,Yes,300,Yes,
215032,122,15,4,4,2,No,40,No,475
62539,522,17,4,2,2.4,No,40,No,500
18619,26,15,4,1,2,No,40,No,
244590,520,17,4,2,2.4,Yes,300,No,590
39713,264,15,5,4,2,Yes,300,No,635
119455,521,17,4,2,2.4,No,40,Yes,530
243197,616,17,5,1,2.4,Yes,300,No,585
200597,524,17,4,2,2.4,No,80,No,500
88183,179,15,5,1,2.4,Yes,80,Yes,475
26976,303,15,6,1,1.5,No,300,Yes,555
268220,597,17,5,1,2,Yes,120,Yes,545
246660,35,15,4,1,2.4,Yes,80,Yes,435
117870,554,17,4,4,2,No,40,No,575
141050,466,17,4,1,2.4,Yes,40,No,460
16012,219,15,5,2,2,No,80,Yes,465
284220,428,15,6,4,2.4,No,80,No,640
191554,291,15,6,1,1.5,Yes,80,Yes,465
244181,99,15,4,4,1.5,Yes,80,Yes,560
124001,176,15,5,1,2,No,300,No,430
283617,299,15,6,1,1.5,No,80,Yes,435
267775,406,15,6,4,2,Yes,120,No,655
205119,471,17,4,1,2.4,Yes,300,Yes,620
134542,641,17,5,2,2,Yes,40,Yes,545
144337,221,15,5,2,2,No,120,Yes,
114884,738,17,6,1,2,Yes,40,No,535
127737,238,15,5,2,2.4,No,120,No,460
77002,486,17,4,2,1.5,Yes,120,No,520
145275,520,17,4,2,2.4,Yes,300,No,610
175863,332,15,6,1,2.4,No,80,No,475
57474,838,17,6,4,2,Yes,120,No,
78858,463,17,4,1,2,No,300,Yes,590
26232,223,15,5,2,2,No,300,Yes,535
49134,649,17,5,2,2,No,40,Yes,545
159266,144,15,4,4,2.4,No,300,No,620
172571,168,15,5,1,2,Yes,300,No,445
272368,738,17,6,1,2,Yes,40,No,
266211,791,17,6,2,2,Yes,300,Yes,
70684,468,17,4,1,2.4,Yes,80,No,510
181157,611,17,5,1,2.4,Yes,80,Yes,565
111919,357,15,6,2,2,Yes,120,Yes,535
131361,410,15,6,4,2,No,40,No,575
232480,855,17,6,4,2.4,Yes,300,Yes,890
21778,211,15,5,2,2,Yes,80,Yes,
141484,519,17,4,2,2.4,Yes,300,Yes,660
208640,515,17,4,2,2.4,Yes,80,Yes,570
125359,295,15,6,1,1.5,Yes,300,Yes,555
123063,347,15,6,2,1.5,No,80,Yes,470
165867,476,17,4,1,2.4,No,80,No,
138713,814,17,6,2,2.4,No,120,No,640
46699,331,15,6,1,2.4,No,80,Yes,540
279295,125,15,4,4,2,No,120,Yes,585
208983,188,15,5,1,2.4,No,80,No,390
288228,287,15,5,4,2.4,No,300,Yes,690
238893,280,15,5,4,2.4,Yes,300,No,660
145001,347,15,6,2,1.5,No,80,Yes,460
112246,451,17,4,1,2,Yes,80,Yes,525
140497,56,15,4,2,1.5,Yes,300,No,420
195467,238,15,5,2,2.4,No,120,No,440
167387,79,15,4,2,2,No,300,Yes,465
39324,500,17,4,2,2,Yes,80,No,
250416,61,15,4,2,1.5,No,120,Yes,245
79190,268,15,5,4,2,No,80,No,535
151332,96,15,4,2,2.4,No,300,No,490
61149,374,15,6,2,2.4,Yes,120,No,406
178656,79,15,4,2,2,No,300,Yes,465
252589,397,15,6,4,1.5,No,120,Yes,462
55027,130,15,4,4,2.4,Yes,40,No,364
172713,514,17,4,2,2.4,Yes,40,No,343
39532,403,15,6,4,2,Yes,80,Yes,685
52172,308,15,6,1,2,Yes,80,No,460
113520,598,17,5,1,2,Yes,120,No,515
17033,293,15,6,1,1.5,Yes,120,Yes,520
214555,33,15,4,1,2.4,Yes,40,Yes,400
131589,142,15,4,4,2.4,No,120,No,560
92445,457,17,4,1,2,No,40,Yes,470
82031,474,17,4,1,2.4,No,40,No,445
187202,302,15,6,1,1.5,No,120,No,415
110603,273,15,5,4,2.4,Yes,40,Yes,590
207005,122,15,4,4,2,No,40,No,475
97619,714,17,5,4,2.4,No,40,No,620
291412,708,17,5,4,2.4,Yes,80,No,476
77550,32,15,4,1,2,No,300,No,415
36302,167,15,5,1,2,Yes,300,Yes,515
281045,340,15,6,2,1.5,Yes,80,No,400
92596,211,15,5,2,2,Yes,80,Yes,445
256496,845,17,6,4,2,No,120,Yes,785
17651,64,15,4,2,1.5,No,300,No,315
184632,61,15,4,2,1.5,No,120,Yes,370
191402,689,17,5,4,2,Yes,40,Yes,665
172214,114,15,4,4,2,Yes,40,No,495
166544,385,15,6,4,1.5,Yes,40,Yes,434
289663,670,17,5,2,2.4,No,120,No,520
157232,770,17,6,2,1.5,Yes,40,No,378
200019,10,15,4,1,1.5,No,40,No,255
136532,67,15,4,2,2,Yes,80,Yes,415
113857,570,17,4,4,2.4,No,40,No,600
77546,343,15,6,2,1.5,Yes,300,Yes,580
121011,523,17,4,2,2.4,No,80,Yes,570
169769,434,17,4,1,1.5,Yes,40,No,
262134,758,17,6,1,2.4,Yes,120,No,420
72762,516,17,4,2,2.4,Yes,80,No,560
289783,777,17,6,2,1.5,No,40,Yes,540
123263,349,15,6,2,1.5,No,120,Yes,490
271130,583,17,5,1,1.5,Yes,300,Yes,580
263642,323,15,6,1,2.4,Yes,80,Yes,530
295000,329,15,6,1,2.4,No,40,Yes,470
170562,455,17,4,1,2,Yes,300,Yes,420
277072,225,15,5,2,2.4,Yes,40,Yes,301
86286,394,15,6,4,1.5,No,40,No,550
198880,581,17,5,1,1.5,Yes,120,Yes,530
256482,605,17,5,1,2,No,120,Yes,525
41654,254,15,5,4,1.5,No,120,No,530
268234,508,17,4,2,2,No,80,No,455
173736,642,17,5,2,2,Yes,40,No,485
238765,745,17,6,1,2,No,40,Yes,550
50163,730,17,6,1,1.5,No,40,No,500
32491,21,15,4,1,2,Yes,120,Yes,435
137372,224,15,5,2,2,No,300,No,445
38556,222,15,5,2,2,No,120,No,415
69202,183,15,5,1,2.4,Yes,300,Yes,560
132150,67,15,4,2,2,Yes,80,Yes,415
188085,459,17,4,1,2,No,80,Yes,495
112611,732,17,6,1,1.5,No,80,No,530
166228,588,17,5,1,1.5,No,80,No,
8801,347,15,6,2,1.5,No,80,Yes,530
53886,561,17,4,4,2.4,Yes,40,Yes,469
109,357,15,6,2,2,Yes,120,Yes,605
133815,642,17,5,2,2,Yes,40,No,495
93046,168,15,5,1,2,Yes,300,No,455
282831,500,17,4,2,2,Yes,80,No,
136210,139,15,4,4,2.4,No,80,Yes,590
235444,340,15,6,2,1.5,Yes,80,No,410
24076,20,15,4,1,2,Yes,80,No,370
174469,69,15,4,2,2,Yes,120,Yes,425
249331,86,15,4,2,2.4,Yes,120,No,420
195289,266,15,5,4,2,No,40,No,495
43890,83,15,4,2,2.4,Yes,80,Yes,510
221220,840,17,6,4,2,Yes,300,No,815
283257,154,15,5,1,1.5,No,40,No,265
46770,53,15,4,2,1.5,Yes,120,Yes,430
160921,303,15,6,1,1.5,No,300,Yes,530
56980,300,15,6,1,1.5,No,80,No,415
28479,174,15,5,1,2,No,120,No,390
200246,296,15,6,1,1.5,Yes,300,No,495
175374,843,17,6,4,2,No,80,Yes,765
211852,243,15,5,4,1.5,Yes,80,Yes,580
28140,316,15,6,1,2,No,80,No,450
120491,312,15,6,1,2,Yes,300,No,530
127755,69,15,4,2,2,Yes,120,Yes,435
5631,367,15,6,2,2,No,300,Yes,645
86282,854,17,6,4,2.4,Yes,120,No,780
89252,516,17,4,2,2.4,Yes,80,No,550
179987,515,17,4,2,2.4,Yes,80,Yes,580
89655,93,15,4,2,2.4,No,120,Yes,500
272633,856,17,6,4,2.4,Yes,300,No,588
30629,207,15,5,2,1.5,No,300,Yes,510
126519,360,15,6,2,2,Yes,300,No,545
200680,117,15,4,4,2,Yes,120,Yes,605
236040,677,17,5,4,1.5,Yes,120,Yes,700
245203,377,15,6,2,2.4,No,40,Yes,500
96335,273,15,5,4,2.4,Yes,40,Yes,590
255809,782,17,6,2,1.5,No,120,No,550
129188,713,17,5,4,2.4,No,40,Yes,670
163326,609,17,5,1,2.4,Yes,40,Yes,525
107140,192,15,5,1,2.4,No,300,No,480
99342,102,15,4,4,1.5,Yes,120,No,530
181605,353,15,6,2,2,Yes,40,Yes,465
276092,579,17,5,1,1.5,Yes,80,Yes,500
90896,603,17,5,1,2,No,80,Yes,530
136132,238,15,5,2,2.4,No,120,No,460
120142,473,17,4,1,2.4,No,40,Yes,490
295264,83,15,4,2,2.4,Yes,80,Yes,315
56273,681,17,5,4,1.5,No,40,Yes,620
133181,624,17,5,1,2.4,No,300,No,580
207137,470,17,4,1,2.4,Yes,120,No,510
220812,811,17,6,2,2.4,No,80,Yes,640
12006,17,15,4,1,2,Yes,40,Yes,390
208495,353,15,6,2,2,Yes,40,Yes,455
13355,163,15,5,1,2,Yes,80,Yes,450
280722,34,15,4,1,2.4,Yes,40,No,340
290097,100,15,4,4,1.5,Yes,80,No,510
57558,276,15,5,4,2.4,Yes,80,No,580
157926,471,17,4,1,2.4,Yes,300,Yes,
56661,451,17,4,1,2,Yes,80,Yes,535
137480,496,17,4,2,1.5,No,300,No,550
138661,388,15,6,4,1.5,Yes,80,No,610
19829,18,15,4,1,2,Yes,40,No,335
293974,64,15,4,2,1.5,No,300,No,360
176220,258,15,5,4,2,Yes,40,No,515
264163,173,15,5,1,2,No,120,Yes,400
164004,71,15,4,2,2,Yes,300,Yes,485
253513,636,17,5,2,1.5,No,80,No,450
270988,106,15,4,4,1.5,No,40,No,450
31484,319,15,6,1,2,No,300,Yes,575
88794,686,17,5,4,1.5,No,120,No,630
211560,426,15,6,4,2.4,No,40,No,600
91195,306,15,6,1,2,Yes,40,No,415
262940,587,17,5,1,1.5,No,80,Yes,480
89058,35,15,4,1,2.4,Yes,80,Yes,455
37312,64,15,4,2,1.5,No,300,No,430
189133,182,15,5,1,2.4,Yes,120,No,430
72968,341,15,6,2,1.5,Yes,120,Yes,520
190327,322,15,6,1,2.4,Yes,40,No,450
98118,356,15,6,2,2,Yes,80,No,475
80510,410,15,6,4,2,No,40,No,575
101385,679,17,5,4,1.5,Yes,300,Yes,760
175341,148,15,5,1,1.5,Yes,80,No,340
108694,638,17,5,2,1.5,No,120,No,510
16106,305,15,6,1,2,Yes,40,Yes,485
27678,65,15,4,2,2,Yes,40,Yes,415
272389,637,17,5,2,1.5,No,120,Yes,520
279501,61,15,4,2,1.5,No,120,Yes,350
37075,294,15,6,1,1.5,Yes,120,No,460
105121,302,15,6,1,1.5,No,120,No,430
151530,812,17,6,2,2.4,No,80,No,610
108407,179,15,5,1,2.4,Yes,80,Yes,470
101662,197,15,5,2,1.5,Yes,120,Yes,440
263683,131,15,4,4,2.4,Yes,80,Yes,610
129039,508,17,4,2,2,No,80,No,495
120660,463,17,4,1,2,No,300,Yes,585
239914,181,15,5,1,2.4,Yes,120,Yes,475
71920,426,15,6,4,2.4,No,40,No,600
74730,534,17,4,4,1.5,Yes,120,No,630
139238,362,15,6,2,2,No,40,No,405
29095,151,15,5,1,1.5,Yes,300,Yes,495
81863,562,17,4,4,2.4,Yes,40,No,620
27481,222,15,5,2,2,No,120,No,425
159677,687,17,5,4,1.5,No,300,Yes,518
212552,220,15,5,2,2,No,80,No,345
287195,802,17,6,2,2.4,Yes,40,No,392
92792,492,17,4,2,1.5,No,80,No,480
180204,785,17,6,2,2,Yes,40,Yes,
671,307,15,6,1,2,Yes,80,Yes,535
120537,558,17,4,4,2,No,120,No,635
124556,474,17,4,1,2.4,No,40,No,440
282912,305,15,6,1,2,Yes,40,Yes,308
57374,506,17,4,2,2,No,40,No,
147258,315,15,6,1,2,No,80,Yes,
38040,80,15,4,2,2,No,300,No,455
34817,351,15,6,2,1.5,No,300,Yes,580
22876,66,15,4,2,2,Yes,40,No,375
144978,456,17,4,1,2,Yes,300,No,550
197197,665,17,5,2,2.4,No,40,Yes,530
159755,187,15,5,1,2.4,No,80,Yes,445
19933,10,15,4,1,1.5,No,40,No,290
114844,531,17,4,4,1.5,Yes,80,Yes,660
176193,427,15,6,4,2.4,No,80,Yes,690
46553,758,17,6,1,2.4,Yes,120,No,630
24728,339,15,6,2,1.5,Yes,80,Yes,530
234160,454,17,4,1,2,Yes,120,No,480
13372,355,15,6,2,2,Yes,80,Yes,575
282379,357,15,6,2,2,Yes,120,Yes,495
108588,808,17,6,2,2.4,Yes,300,No,720
233333,616,17,5,1,2.4,Yes,300,No,585
35794,310,15,6,1,2,Yes,120,No,485
51124,466,17,4,1,2.4,Yes,40,No,329
158086,99,15,4,4,1.5,Yes,80,Yes,560
173813,35,15,4,1,2.4,Yes,80,Yes,
237622,645,17,5,2,2,Yes,120,Yes,575
99980,71,15,4,2,2,Yes,300,Yes,505
206163,477,17,4,1,2.4,No,120,Yes,540
131404,208,15,5,2,1.5,No,300,No,420
209876,144,15,4,4,2.4,No,300,No,620
126491,101,15,4,4,1.5,Yes,120,Yes,580
23115,219,15,5,2,2,No,80,Yes,465
225283,575,17,4,4,2.4,No,300,Yes,770
183713,39,15,4,1,2.4,Yes,300,Yes,520
107288,480,17,4,1,2.4,No,300,No,560
74557,563,17,4,4,2.4,Yes,80,Yes,710
146366,348,15,6,2,1.5,No,80,No,410
133588,4,15,4,1,1.5,Yes,80,No,325
62294,314,15,6,1,2,No,40,No,400
267569,399,15,6,4,1.5,No,300,Yes,720
190463,861,17,6,4,2.4,No,120,Yes,810
36465,197,15,5,2,1.5,Yes,120,Yes,460
190473,274,15,5,4,2.4,Yes,40,No,540
112077,224,15,5,2,2,No,300,No,445
80963,385,15,6,4,1.5,Yes,40,Yes,620
95992,520,17,4,2,2.4,Yes,300,No,630
267191,350,15,6,2,1.5,No,120,No,280
113146,64,15,4,2,1.5,No,300,No,400
110267,558,17,4,4,2,No,120,No,635
118443,470,17,4,1,2.4,Yes,120,No,520
163575,45,15,4,1,2.4,No,120,Yes,445
70438,51,15,4,2,1.5,Yes,80,Yes,410
203830,8,15,4,1,1.5,Yes,300,No,395
66704,642,17,5,2,2,Yes,40,No,515
17594,354,15,6,2,2,Yes,40,No,475
182324,130,15,4,4,2.4,Yes,40,No,520
66447,509,17,4,2,2,No,120,Yes,
202675,729,17,6,1,1.5,No,40,Yes,530
223914,409,15,6,4,2,No,40,Yes,625
249333,470,17,4,1,2.4,Yes,120,No,500
126335,682,17,5,4,1.5,No,40,No,570
102617,768,17,6,1,2.4,No,300,No,665
274900,644,17,5,2,2,Yes,80,No,495
227688,453,17,4,1,2,Yes,120,Yes,530
219161,472,17,4,1,2.4,Yes,300,No,565
262666,449,17,4,1,2,Yes,40,Yes,465
235927,595,17,5,1,2,Yes,80,Yes,530
206426,224,15,5,2,2,No,300,No,425
221166,630,17,5,2,1.5,Yes,120,No,500
81439,384,15,6,2,2.4,No,300,No,610
62624,579,17,5,1,1.5,Yes,80,Yes,530
144563,476,17,4,1,2.4,No,80,No,475
235102,165,15,5,1,2,Yes,120,Yes,425
258700,208,15,5,2,1.5,No,300,No,266
9559,293,15,6,1,1.5,Yes,120,Yes,525
162734,656,17,5,2,2,No,300,No,585
282762,105,15,4,4,1.5,No,40,Yes,500
46440,97,15,4,4,1.5,Yes,40,Yes,364
64604,339,15,6,2,1.5,Yes,80,Yes,357
176452,554,17,4,4,2,No,40,No,
123630,589,17,5,1,1.5,No,120,Yes,520
66058,498,17,4,2,2,Yes,40,No,495
201899,766,17,6,1,2.4,No,120,No,590
144772,224,15,5,2,2,No,300,No,
239396,251,15,5,4,1.5,No,80,Yes,560
168041,827,17,6,4,1.5,No,80,Yes,740
135368,296,15,6,1,1.5,Yes,300,No,505
47613,245,15,5,4,1.5,Yes,120,Yes,600
191536,697,17,5,4,2,No,40,Yes,645
115295,654,17,5,2,2,No,120,No,535
102267,47,15,4,1,2.4,No,300,Yes,515
254513,278,15,5,4,2.4,Yes,120,No,420
243205,552,17,4,4,2,Yes,300,No,715
14856,79,15,4,2,2,No,300,Yes,535
67236,245,15,5,4,1.5,Yes,120,Yes,600
211748,88,15,4,2,2.4,Yes,300,No,500
236778,622,17,5,1,2.4,No,120,No,505
64334,512,17,4,2,2,No,300,No,595
261316,832,17,6,4,1.5,No,300,No,770
262353,404,15,6,4,2,Yes,80,No,635
184275,233,15,5,2,2.4,No,40,Yes,430
47302,228,15,5,2,2.4,Yes,80,No,480
184951,766,17,6,1,2.4,No,120,No,590
249426,476,17,4,1,2.4,No,80,No,460
174330,324,15,6,1,2.4,Yes,80,No,495
234583,850,17,6,4,2.4,Yes,40,No,720
162941,602,17,5,1,2,No,40,No,430
64463,64,15,4,2,1.5,No,300,No,420
23457,67,15,4,2,2,Yes,80,Yes,455
276192,55,15,4,2,1.5,Yes,300,Yes,301
23144,72,15,4,2,2,Yes,300,No,495
207990,752,17,6,1,2,No,300,No,625
26601,320,15,6,1,2,No,300,No,530
25305,354,15,6,2,2,Yes,40,No,465
183130,32,15,4,1,2,No,300,No,400
20256,338,15,6,2,1.5,Yes,40,No,315
278323,94,15,4,2,2.4,No,120,No,400
217109,333,15,6,1,2.4,No,120,Yes,535
72146,509,17,4,2,2,No,120,Yes,585
183058,863,17,6,4,2.4,No,300,Yes,609
279357,122,15,4,4,2,No,40,No,475
118005,822,17,6,4,1.5,Yes,120,No,730
153900,363,15,6,2,2,No,80,Yes,485
272426,130,15,4,4,2.4,Yes,40,No,520
174293,669,17,5,2,2.4,No,120,Yes,600
133660,482,17,4,2,1.5,Yes,40,No,450
223563,404,15,6,4,2,Yes,80,No,635
194794,385,15,6,4,1.5,Yes,40,Yes,620
267984,730,17,6,1,1.5,No,40,No,470
68804,670,17,5,2,2.4,No,120,No,580
262624,808,17,6,2,2.4,Yes,300,No,680
30494,55,15,4,2,1.5,Yes,300,Yes,510
143414,168,15,5,1,2,Yes,300,No,450
179519,268,15,5,4,2,No,80,No,535
295154,210,15,5,2,2,Yes,40,No,
167722,618,17,5,1,2.4,No,40,No,455
275650,122,15,4,4,2,No,40,No,475
17037,305,15,6,1,2,Yes,40,Yes,485
297509,266,15,5,4,2,No,40,No,
189117,441,17,4,1,1.5,No,40,Yes,430
154429,448,17,4,1,1.5,No,300,No,505
60030,474,17,4,1,2.4,No,40,No,450
99969,646,17,5,2,2,Yes,120,No,565
53836,652,17,5,2,2,No,80,No,535
26553,145,15,5,1,1.5,Yes,40,Yes,375
68183,379,15,6,2,2.4,No,80,Yes,590
98719,238,15,5,2,2.4,No,120,No,470
152751,674,17,5,4,1.5,Yes,40,No,590
286619,658,17,5,2,2.4,Yes,40,No,480
293778,323,15,6,1,2.4,Yes,80,Yes,530
101149,739,17,6,1,2,Yes,80,Yes,630
218258,182,15,5,1,2.4,Yes,120,No,425
294966,331,15,6,1,2.4,No,80,Yes,510
56220,173,15,5,1,2,No,120,Yes,430
45966,437,17,4,1,1.5,Yes,120,Yes,530
279144,611,17,5,1,2.4,Yes,80,Yes,550
249952,754,17,6,1,2.4,Yes,40,No,540
251246,724,17,6,1,1.5,Yes,80,No,371
83380,793,17,6,2,2,No,40,Yes,615
128625,427,15,6,4,2.4,No,80,Yes,690
277133,331,15,6,1,2.4,No,80,Yes,510
37919,80,15,4,2,2,No,300,No,455
180750,612,17,5,1,2.4,Yes,80,No,515
285317,482,17,4,2,1.5,Yes,40,No,410
169984,379,15,6,2,2.4,No,80,Yes,560
67203,592,17,5,1,1.5,No,300,No,378
262977,470,17,4,1,2.4,Yes,120,No,500
201123,44,15,4,1,2.4,No,80,No,370
14777,348,15,6,2,1.5,No,80,No,480
202648,674,17,5,4,1.5,Yes,40,No,590
153949,388,15,6,4,1.5,Yes,80,No,610
77094,97,15,4,4,1.5,Yes,40,Yes,520
129523,114,15,4,4,2,Yes,40,No,495
152629,264,15,5,4,2,Yes,300,No,635
85832,582,17,5,1,1.5,Yes,120,No,495
97213,23,15,4,1,2,Yes,300,Yes,485
260576,284,15,5,4,2.4,No,80,No,560
274297,739,17,6,1,2,Yes,80,Yes,605
280950,176,15,5,1,2,No,300,No,410
19202,200,15,5,2,1.5,Yes,300,No,490
160367,151,15,5,1,1.5,Yes,300,Yes,470
250213,481,17,4,2,1.5,Yes,40,Yes,460
214285,470,17,4,1,2.4,Yes,120,No,510
173684,324,15,6,1,2.4,Yes,80,No,495
230370,587,17,5,1,1.5,No,80,Yes,485
157128,620,17,5,1,2.4,No,80,No,495
136932,262,15,5,4,2,Yes,120,No,575
49965,475,17,4,1,2.4,No,80,Yes,540
222299,582,17,5,1,1.5,Yes,120,No,475
273669,88,15,4,2,2.4,Yes,300,No,480
240391,451,17,4,1,2,Yes,80,Yes,510
53844,213,15,5,2,2,Yes,120,Yes,475
137397,525,17,4,2,2.4,No,120,Yes,590
80454,91,15,4,2,2.4,No,80,Yes,480
96369,109,15,4,4,1.5,No,120,Yes,560
220269,65,15,4,2,2,Yes,40,Yes,345
95733,849,17,6,4,2.4,Yes,40,Yes,770
253677,785,17,6,2,2,Yes,40,Yes,
56999,32,15,4,1,2,No,300,No,420
101345,91,15,4,2,2.4,No,80,Yes,480
254041,853,17,6,4,2.4,Yes,120,Yes,581
129852,650,17,5,2,2,No,40,No,475
51833,63,15,4,2,1.5,No,300,Yes,470
253543,133,15,4,4,2.4,Yes,120,Yes,630
142547,790,17,6,2,2,Yes,120,No,625
212195,102,15,4,4,1.5,Yes,120,No,530
3085,301,15,6,1,1.5,No,120,Yes,510
150764,151,15,5,1,1.5,Yes,300,Yes,470
200086,657,17,5,2,2.4,Yes,40,Yes,550
44218,354,15,6,2,2,Yes,40,No,
120318,743,17,6,1,2,Yes,300,Yes,705
4321,363,15,6,2,2,No,80,Yes,565
255777,102,15,4,4,1.5,Yes,120,No,530
73234,572,17,4,4,2.4,No,80,No,640
54339,341,15,6,2,1.5,Yes,120,Yes,530
97689,585,17,5,1,1.5,No,40,Yes,465
256112,86,15,4,2,2.4,Yes,120,No,294
209102,75,15,4,2,2,No,80,Yes,375
109512,861,17,6,4,2.4,No,120,Yes,810
100521,341,15,6,2,1.5,Yes,120,Yes,520
137797,513,17,4,2,2.4,Yes,40,Yes,550
229360,369,15,6,2,2.4,Yes,40,Yes,520
29204,207,15,5,2,1.5,No,300,Yes,510
28642,362,15,6,2,2,No,40,No,445
13497,21,15,4,1,2,Yes,120,Yes,450
266072,577,17,5,1,1.5,Yes,40,Yes,460
197294,746,17,6,1,2,No,40,No,505
93471,372,15,6,2,2.4,Yes,80,No,550
254159,460,17,4,1,2,No,80,No,
134138,452,17,4,1,2,Yes,80,No,475
279249,621,17,5,1,2.4,No,120,Yes,385
119748,439,17,4,1,1.5,Yes,300,Yes,580
150366,326,15,6,1,2.4,Yes,120,No,515
23595,345,15,6,2,1.5,No,40,Yes,470
14934,55,15,4,2,1.5,Yes,300,Yes,530
106496,603,17,5,1,2,No,80,Yes,525
3354,353,15,6,2,2,Yes,40,Yes,545
165985,312,15,6,1,2,Yes,300,No,
254701,392,15,6,4,1.5,Yes,300,No,690
242765,395,15,6,4,1.5,No,80,Yes,640
268016,713,17,5,4,2.4,No,40,Yes,670
204398,640,17,5,2,1.5,No,300,No,550
2103,360,15,6,2,2,Yes,300,No,615
194120,315,15,6,1,2,No,80,Yes,470
199291,388,15,6,4,1.5,Yes,80,No,610
134453,416,15,6,4,2,No,300,No,695
256176,461,17,4,1,2,No,120,Yes,
140295,764,17,6,1,2.4,No,80,No,580
65181,727,17,6,1,1.5,Yes,300,Yes,690
119119,45,15,4,1,2.4,No,120,Yes,450
158726,7,15,4,1,1.5,Yes,300,Yes,450
274097,115,15,4,4,2,Yes,80,Yes,585
38227,13,15,4,1,1.5,No,120,Yes,390
149464,111,15,4,4,1.5,No,300,Yes,434
80759,759,17,6,1,2.4,Yes,300,Yes,735
43977,683,17,5,4,1.5,No,80,Yes,660
10550,26,15,4,1,2,No,40,No,320
15521,159,15,5,1,1.5,No,300,Yes,480
283866,786,17,6,2,2,Yes,40,No,
251025,376,15,6,2,2.4,Yes,300,No,580
165857,601,17,5,1,2,No,40,Yes,480
1473,351,15,6,2,1.5,No,300,Yes,620
262372,707,17,5,4,2.4,Yes,80,Yes,730
256371,315,15,6,1,2,No,80,Yes,460
60015,63,15,4,2,1.5,No,300,Yes,470
50312,336,15,6,1,2.4,No,300,No,570
240809,569,17,4,4,2.4,No,40,Yes,650
126277,368,15,6,2,2,No,300,No,525
135661,247,15,5,4,1.5,Yes,300,Yes,660
139291,31,15,4,1,2,No,300,Yes,460
203835,48,15,4,1,2.4,No,300,No,450
4798,292,15,6,1,1.5,Yes,80,No,460
286101,479,17,4,1,2.4,No,300,Yes,413
178402,157,15,5,1,1.5,No,120,Yes,390
271488,239,15,5,2,2.4,No,300,Yes,530
40113,232,15,5,2,2.4,Yes,300,No,392
287113,376,15,6,2,2.4,Yes,300,No,406
229824,505,17,4,2,2,No,40,Yes,475
71693,291,15,6,1,1.5,Yes,80,Yes,
128033,446,17,4,1,1.5,No,120,No,450
