IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,ticker,hotel,book_id,ArrivalDate
0,36,2016,Dec,52,23,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,I               ,0,No Deposit,240,       NULL,0,Transient,80,1,0,Check-Out,12/26/2016,29,Resort,RTransient2016December23-29,12/23/2016
0,41,2016,Dec,52,21,2,5,2,2,0,HB       ,GBR,Online TA,TA/TO,0,0,0,C               ,C               ,1,No Deposit,314,       NULL,0,Transient,101.31,0,0,Check-Out,12/28/2016,26,Resort,RTransient2016December21-26,12/21/2016
0,103,2016,Dec,53,27,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,250,       NULL,0,Transient,62,0,0,Check-Out,12/29/2016,20,Resort,RTransient2016December27-20,12/27/2016
0,31,2016,Dec,52,22,2,5,1,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,464,       NULL,0,Transient,77.14,0,0,Check-Out,12/29/2016,33,Resort,RTransient2016December22-33,12/22/2016
0,63,2016,Dec,53,25,2,4,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,53.33,0,2,Check-Out,12/31/2016,16,Resort,RTransient2016December25-16,12/25/2016
0,71,2017,Jan,1,1,1,0,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,4,No Deposit,5,       NULL,0,Transient-Party,83.6,0,1,Check-Out,1/2/2017,1,Resort,RTransient-Party2017January1-1,1/1/2017
0,31,2016,Dec,53,30,0,2,2,0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,C               ,0,No Deposit,       NULL,       NULL,0,Transient-Party,305,0,1,Check-Out,1/1/2017,31,Resort,RTransient-Party2016December30-31,12/30/2016
0,196,2016,Dec,53,30,1,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,       NULL,308,0,Transient-Party,114,0,0,Check-Out,1/2/2017,56,Resort,RTransient-Party2016December30-56,12/30/2016
0,196,2016,Dec,53,30,1,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,       NULL,308,0,Transient-Party,114,0,0,Check-Out,1/2/2017,66,Resort,RTransient-Party2016December30-66,12/30/2016
0,8,2017,Jan,1,4,0,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,0,0,2,Check-Out,1/4/2017,14,Resort,RTransient2017January4-14,1/4/2017
0,0,2017,Mar,12,20,1,0,1,0,0,BB       ,PRT,Direct,Direct,1,0,3,A               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,77,1,0,Check-Out,3/21/2017,6,Resort,RTransient2017March20-6,3/20/2017
0,0,2017,Jan,1,4,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,E               ,0,No Deposit,       NULL,       NULL,0,Transient,64,0,0,Check-Out,1/5/2017,16,Resort,RTransient2017January4-16,1/4/2017
0,154,2017,Jan,1,5,0,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,37.8,1,1,Check-Out,1/6/2017,12,Resort,RTransient2017January5-12,1/5/2017
0,1,2017,Jan,1,6,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit,250,       NULL,0,Transient,44,0,1,Check-Out,1/7/2017,7,Resort,RTransient2017January6-7,1/6/2017
0,54,2016,Dec,53,30,2,6,2,2,0,BB       ,USA,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit,240,       NULL,0,Transient,215.25,1,0,Check-Out,1/7/2017,66,Resort,RTransient2016December30-66,12/30/2016
0,15,2017,Jan,1,6,0,2,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,314,       NULL,0,Transient-Party,80.4,2,1,Check-Out,1/8/2017,10,Resort,RTransient-Party2017January6-10,1/6/2017
0,20,2017,Jan,1,6,0,2,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,1,No Deposit,240,       NULL,0,Transient-Party,100,1,2,Check-Out,1/8/2017,13,Resort,RTransient-Party2017January6-13,1/6/2017
0,3,2017,Jan,2,8,1,0,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit,6,       NULL,0,Transient,34,0,0,Check-Out,1/9/2017,14,Resort,RTransient2017January8-14,1/8/2017
0,14,2017,Jan,2,8,2,2,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit,240,       NULL,0,Transient,48,0,1,Check-Out,1/12/2017,23,Resort,RTransient2017January8-23,1/8/2017
0,6,2017,Jan,2,10,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,181,       NULL,0,Transient-Party,34,0,1,Check-Out,1/13/2017,5,Resort,RTransient-Party2017January10-5,1/10/2017
0,72,2017,Jan,1,7,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,314,       NULL,0,Transient-Party,44.64,0,0,Check-Out,1/14/2017,8,Resort,RTransient-Party2017January7-8,1/7/2017
0,4,2017,Jan,2,14,0,1,1,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,168,       NULL,0,Transient-Party,68,0,0,Check-Out,1/15/2017,1,Resort,RTransient-Party2017January14-1,1/14/2017
0,4,2017,Jan,2,14,0,1,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit,168,       NULL,0,Transient-Party,100,0,1,Check-Out,1/15/2017,15,Resort,RTransient-Party2017January14-15,1/14/2017
0,1,2017,Jan,3,17,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit,94,       NULL,0,Transient,35,0,0,Check-Out,1/18/2017,13,Resort,RTransient2017January17-13,1/17/2017
0,3,2017,Jan,3,17,0,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,I               ,0,No Deposit,       NULL,       NULL,0,Transient,65,1,0,Check-Out,1/18/2017,15,Resort,RTransient2017January17-15,1/17/2017
0,40,2017,Jan,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A               ,A               ,1,No Deposit,       NULL,       NULL,0,Transient-Party,55,0,0,Check-Out,1/19/2017,33,Resort,RTransient-Party2017January16-33,1/16/2017
0,40,2017,Jan,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient-Party,55,0,0,Check-Out,1/19/2017,64,Resort,RTransient-Party2017January16-64,1/16/2017
0,0,2017,Jan,3,19,0,1,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit,       NULL,       NULL,0,Transient,77,1,0,Check-Out,1/20/2017,19,Resort,RTransient2017January19-19,1/19/2017
0,0,2017,Jan,4,24,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit,       NULL,51,0,Transient,30,0,0,Check-Out,1/25/2017,22,Resort,RTransient2017January24-22,1/24/2017
0,2,2017,Jan,4,25,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit,       NULL,94,0,Transient-Party,35,0,0,Check-Out,1/27/2017,7,Resort,RTransient-Party2017January25-7,1/25/2017
0,1,2017,Jan,4,26,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,48,0,1,Check-Out,1/27/2017,16,Resort,RTransient2017January26-16,1/26/2017
0,1,2017,Jan,4,27,0,2,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit,6,       NULL,0,Transient,41,1,0,Check-Out,1/29/2017,21,Resort,RTransient2017January27-21,1/27/2017
0,17,2017,Jan,4,28,0,1,2,0,0,BB       ,PRT,Groups,Corporate,0,0,0,A               ,A               ,0,Non Refund,       NULL,504,0,Transient-Party,36,0,0,Check-Out,1/29/2017,3,Resort,RTransient-Party2017January28-3,1/28/2017
0,0,2017,Jan,5,29,1,0,2,0,0,BB       ,ITA,Direct,TA/TO,1,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient-Party,45,0,2,Check-Out,1/30/2017,7,Resort,RTransient-Party2017January29-7,1/29/2017
0,24,2017,Jan,4,28,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,E               ,1,No Deposit,240,       NULL,0,Transient,48,0,2,Check-Out,1/29/2017,36,Resort,RTransient2017January28-36,1/28/2017
0,7,2017,Jan,5,31,0,2,1,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,241,       NULL,0,Transient,40.11,1,1,Check-Out,2/2/2017,23,Resort,RTransient2017January31-23,1/31/2017
0,177,2017,Jan,5,31,0,4,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,55.8,0,1,Check-Out,2/4/2017,28,Resort,RTransient2017January31-28,1/31/2017
0,2,2017,Feb,5,3,0,2,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,240,       NULL,0,Transient-Party,80,0,1,Check-Out,2/5/2017,7,Resort,RTransient-Party2017February3-7,2/3/2017
0,80,2017,Feb,5,4,1,1,2,0,0,BB       ,CHN,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit,242,       NULL,0,Transient-Party,63.65,0,1,Check-Out,2/6/2017,18,Resort,RTransient-Party2017February4-18,2/4/2017
0,0,2017,Feb,6,7,0,1,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit,3,       NULL,0,Transient-Party,30,0,0,Check-Out,2/8/2017,2,Resort,RTransient-Party2017February7-2,2/7/2017
0,0,2017,Feb,6,6,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit,       NULL,       NULL,0,Transient,47,1,0,Check-Out,2/8/2017,24,Resort,RTransient2017February6-24,2/6/2017
0,10,2017,Feb,6,6,1,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,507,0,Transient-Party,90,0,0,Check-Out,2/8/2017,19,Resort,RTransient-Party2017February6-19,2/6/2017
0,0,2017,Feb,6,7,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient,60,1,0,Check-Out,2/8/2017,19,Resort,RTransient2017February7-19,2/7/2017
0,0,2017,Feb,6,8,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,468,       NULL,0,Transient,38.4,0,1,Check-Out,2/9/2017,19,Resort,RTransient2017February8-19,2/8/2017
0,15,2017,Feb,6,6,1,2,1,0,0,FB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,467,       NULL,0,Transient,58.4,0,0,Check-Out,2/9/2017,26,Resort,RTransient2017February6-26,2/6/2017
0,4,2017,Feb,6,7,0,3,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,154,0,Transient,35,0,0,Check-Out,2/10/2017,25,Resort,RTransient2017February7-25,2/7/2017
0,18,2017,Feb,6,11,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,241,       NULL,0,Transient,35.11,0,1,Check-Out,2/12/2017,27,Resort,RTransient2017February11-27,2/11/2017
0,14,2017,Feb,6,10,0,2,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,80,0,2,Check-Out,2/12/2017,72,Resort,RTransient2017February10-72,2/10/2017
0,5,2017,Feb,6,10,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,55,1,1,Check-Out,2/12/2017,74,Resort,RTransient2017February10-74,2/10/2017
0,32,2017,Feb,6,8,1,4,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient-Party,68,0,2,Check-Out,2/13/2017,6,Resort,RTransient-Party2017February8-6,2/8/2017
0,0,2017,Feb,7,17,0,2,2,0,0,BB       ,PRT,Direct,Direct,1,0,1,E               ,E               ,0,No Deposit,       NULL,       NULL,0,Transient,8,0,0,Check-Out,2/19/2017,22,Resort,RTransient2017February17-22,2/17/2017
0,5,2017,Feb,7,12,2,3,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,97.6,0,1,Check-Out,2/17/2017,25,Resort,RTransient2017February12-25,2/12/2017
0,94,2017,Feb,7,13,1,3,2,0,0,HB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,152,       NULL,0,Transient-Party,62,0,0,Check-Out,2/17/2017,10,Resort,RTransient-Party2017February13-10,2/13/2017
0,94,2017,Feb,7,13,1,3,2,0,0,HB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,152,       NULL,0,Transient-Party,62,0,1,Check-Out,2/17/2017,14,Resort,RTransient-Party2017February13-14,2/13/2017
0,35,2017,Feb,7,17,0,2,3,1,0,BB       ,NLD,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit,240,       NULL,0,Transient,93,0,0,Check-Out,2/19/2017,29,Resort,RTransient2017February17-29,2/17/2017
0,24,2017,Feb,7,17,2,2,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,1,No Deposit,95,       NULL,0,Transient,60,0,0,Check-Out,2/21/2017,42,Resort,RTransient2017February17-42,2/17/2017
0,5,2017,Feb,8,20,1,1,2,0,0,BB       ,GBR,Direct,Direct,0,0,0,E               ,F               ,0,No Deposit,250,       NULL,0,Transient,64.7,1,2,Check-Out,2/22/2017,33,Resort,RTransient2017February20-33,2/20/2017
0,134,2017,Feb,8,20,1,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,241,       NULL,0,Transient,42.97,0,1,Check-Out,2/23/2017,35,Resort,RTransient2017February20-35,2/20/2017
0,69,2017,Feb,8,19,2,3,1,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,240,       NULL,0,Transient-Party,42,0,2,Check-Out,2/24/2017,19,Resort,RTransient-Party2017February19-19,2/19/2017
0,1,2017,Aug,35,31,0,1,2,0,0,BB       ,PRT,Complementary,Direct,1,0,1,A               ,A               ,0,No Deposit,531,       NULL,0,Transient,0,0,1,Check-Out,9/1/2017,13,Resort,RTransient2017August31-13,8/31/2017
0,22,2017,Feb,8,23,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit,68,       NULL,0,Transient-Party,60,0,0,Check-Out,2/25/2017,31,Resort,RTransient-Party2017February23-31,2/23/2017
0,70,2017,Feb,8,22,0,4,3,0,0,BB       ,GBR,Corporate,Corporate,0,0,0,A               ,C               ,3,No Deposit,       NULL,405,0,Transient-Party,58,0,0,Check-Out,2/26/2017,38,Resort,RTransient-Party2017February22-38,2/22/2017
0,3,2017,Feb,9,26,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,314,       NULL,0,Transient,43.2,0,3,Check-Out,2/27/2017,22,Resort,RTransient2017February26-22,2/26/2017
0,4,2017,Feb,8,25,2,1,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,1,No Deposit,240,       NULL,0,Transient,82.33,1,1,Check-Out,2/28/2017,62,Resort,RTransient2017February25-62,2/25/2017
0,8,2017,Feb,8,25,2,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,52,0,1,Check-Out,2/28/2017,69,Resort,RTransient2017February25-69,2/25/2017
0,61,2017,Feb,8,22,2,5,2,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient,65,1,2,Check-Out,3/1/2017,32,Resort,RTransient2017February22-32,2/22/2017
0,48,2017,Feb,9,28,0,1,2,0,0,BB       ,FIN,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,241,       NULL,0,Transient,49.74,0,1,Check-Out,3/1/2017,34,Resort,RTransient2017February28-34,2/28/2017
0,93,2017,Feb,9,26,2,1,2,0,0,BB       ,IND,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit,240,       NULL,0,Transient,62,0,0,Check-Out,3/1/2017,35,Resort,RTransient2017February26-35,2/26/2017
0,4,2017,Feb,9,27,1,2,2,2,0,BB       ,GBR,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit,240,       NULL,0,Transient,74,1,2,Check-Out,3/2/2017,20,Resort,RTransient2017February27-20,2/27/2017
0,1,2017,Mar,9,2,0,1,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient-Party,68,1,0,Check-Out,3/3/2017,7,Resort,RTransient-Party2017March2-7,3/2/2017
0,11,2017,Mar,9,4,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,F               ,0,No Deposit,250,       NULL,0,Transient,75,0,2,Check-Out,3/5/2017,13,Resort,RTransient2017March4-13,3/4/2017
0,7,2017,Mar,9,2,1,3,2,0,0,BB       ,BEL,Groups,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,223,0,Transient-Party,37,0,0,Check-Out,3/6/2017,66,Resort,RTransient-Party2017March2-66,3/2/2017
0,155,2017,Feb,7,15,6,15,2,0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,96,       NULL,0,Transient,45,0,1,Check-Out,3/8/2017,28,Resort,RTransient2017February15-28,2/15/2017
0,1,2017,Mar,10,7,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit,       NULL,511,0,Transient,45,0,0,Check-Out,3/8/2017,19,Resort,RTransient2017March7-19,3/7/2017
0,171,2017,Mar,10,5,2,5,2,0,0,HB       ,DEU,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit,298,       NULL,0,Transient-Party,73,0,0,Check-Out,3/12/2017,30,Resort,RTransient-Party2017March5-30,3/5/2017
0,1,2017,Mar,10,11,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit,       NULL,       NULL,0,Transient,90,0,1,Check-Out,3/12/2017,12,Resort,RTransient2017March11-12,3/11/2017
0,112,2017,Mar,11,13,1,0,2,0,0,BB       ,CHN,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit,66,       NULL,0,Transient-Party,50,0,0,Check-Out,3/14/2017,6,Resort,RTransient-Party2017March13-6,3/13/2017
0,112,2017,Mar,11,13,1,0,2,0,0,BB       ,CHN,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit,66,       NULL,0,Transient-Party,50,0,0,Check-Out,3/14/2017,7,Resort,RTransient-Party2017March13-7,3/13/2017
0,146,2017,Mar,11,13,1,0,2,0,0,BB       ,CHN,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit,66,       NULL,34,Transient-Party,50,0,0,Check-Out,3/14/2017,19,Resort,RTransient-Party2017March13-19,3/13/2017
0,112,2017,Mar,11,13,1,0,2,0,0,BB       ,CHN,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit,66,       NULL,0,Transient,50,0,0,Check-Out,3/14/2017,16,Resort,RTransient2017March13-16,3/13/2017
0,0,2017,Mar,11,14,0,1,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,E               ,0,No Deposit,146,       NULL,0,Transient,32,0,0,Check-Out,3/15/2017,18,Resort,RTransient2017March14-18,3/14/2017
0,1,2017,Mar,11,14,0,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit,       NULL,       NULL,0,Transient,63,0,3,Check-Out,3/15/2017,22,Resort,RTransient2017March14-22,3/14/2017
0,60,2017,Mar,11,13,1,3,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,G               ,G               ,1,No Deposit,240,       NULL,0,Transient,105.25,1,2,Check-Out,3/17/2017,31,Resort,RTransient2017March13-31,3/13/2017
0,339,2017,Mar,10,11,2,5,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,D               ,D               ,0,No Deposit,298,       NULL,0,Transient-Party,64,0,0,Check-Out,3/18/2017,30,Resort,RTransient-Party2017March11-30,3/11/2017
0,9,2017,Mar,11,18,1,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,E               ,G               ,0,No Deposit,250,       NULL,0,Group,79,1,1,Check-Out,3/20/2017,2,Resort,RGroup2017March18-2,3/18/2017
0,126,2017,Mar,10,8,4,10,2,0,0,BB       ,CN,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit,96,       NULL,0,Transient,47,0,0,Check-Out,3/22/2017,18,Resort,RTransient2017March8-18,3/8/2017
0,0,2017,Mar,12,21,0,1,1,0,0,HB       ,PRT,Complementary,Direct,0,0,0,A               ,E               ,0,No Deposit,       NULL,       NULL,0,Transient,0,0,0,Check-Out,3/22/2017,6,Resort,RTransient2017March21-6,3/21/2017
0,156,2017,Mar,12,19,2,5,2,0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit,177,       NULL,60,Transient-Party,34,0,0,Check-Out,3/26/2017,25,Resort,RTransient-Party2017March19-25,3/19/2017
0,49,2017,Mar,13,29,0,1,1,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,240,       NULL,0,Transient,55,0,1,Check-Out,3/30/2017,26,Resort,RTransient2017March29-26,3/29/2017
0,18,2017,Mar,13,28,0,3,2,0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit,314,       NULL,0,Transient,80,0,0,Check-Out,3/31/2017,25,Resort,RTransient2017March28-25,3/28/2017
0,103,2017,Mar,13,31,2,2,1,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,42,0,1,Check-Out,4/4/2017,49,Resort,RTransient2017March31-49,3/31/2017
0,1,2017,Apr,14,4,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit,127,       NULL,0,Transient-Party,61.6,0,0,Check-Out,4/5/2017,3,Resort,RTransient-Party2017April4-3,4/4/2017
0,1,2017,Apr,14,4,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,195,0,Transient,45,0,0,Check-Out,4/5/2017,10,Resort,RTransient2017April4-10,4/4/2017
0,15,2017,Mar,13,30,2,6,1,0,0,Undefined,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit,       NULL,523,0,Transient-Party,90,0,0,Check-Out,4/7/2017,9,Resort,RTransient-Party2017March30-9,3/30/2017
0,152,2017,Apr,14,5,0,4,1,0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,3,No Deposit,       NULL,223,0,Transient-Party,42,0,0,Check-Out,4/9/2017,15,Resort,RTransient-Party2017April5-15,4/5/2017
0,152,2017,Apr,14,5,0,4,1,0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit,       NULL,223,0,Transient-Party,43.75,1,0,Check-Out,4/9/2017,17,Resort,RTransient-Party2017April5-17,4/5/2017
0,152,2017,Apr,14,5,1,4,2,0,0,BB       ,GBR,Groups,TA/TO,0,0,0,D               ,D               ,3,No Deposit,       NULL,223,0,Transient-Party,60,0,0,Check-Out,4/10/2017,59,Resort,RTransient-Party2017April5-59,4/5/2017
0,205,2017,Apr,14,5,1,4,1,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,241,       NULL,0,Transient,35.34,0,1,Check-Out,4/10/2017,21,Resort,RTransient2017April5-21,4/5/2017
0,35,2017,Apr,14,8,2,2,2,0,0,BB       ,CHN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,75,0,1,Check-Out,4/12/2017,37,Resort,RTransient2017April8-37,4/8/2017
0,80,2017,Mar,10,5,12,26,2,0,0,SC       ,GBR,Groups,TA/TO,0,0,0,D               ,I               ,10,No Deposit,273,       NULL,0,Transient-Party,0.26,0,0,Check-Out,4/12/2017,61,Resort,RTransient-Party2017March5-61,3/5/2017
0,7,2017,Apr,15,11,0,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit,240,       NULL,0,Transient-Party,105,0,1,Check-Out,4/13/2017,8,Resort,RTransient-Party2017April11-8,4/11/2017
0,9,2017,Apr,15,10,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit,240,       NULL,0,Transient,97,1,1,Check-Out,4/13/2017,30,Resort,RTransient2017April10-30,4/10/2017
0,351,2017,Apr,14,8,2,5,2,0,0,HB       ,DEU,Groups,TA/TO,0,0,0,D               ,D               ,0,No Deposit,298,       NULL,0,Transient-Party,82,0,0,Check-Out,4/15/2017,24,Resort,RTransient-Party2017April8-24,4/8/2017
0,44,2017,Apr,14,8,2,5,2,2,0,BB       ,HUN,Direct,Direct,0,0,0,G               ,G               ,1,No Deposit,250,       NULL,0,Transient,148.57,0,3,Check-Out,4/15/2017,47,Resort,RTransient2017April8-47,4/8/2017
0,28,2017,Apr,16,16,2,0,2,0,0,BB       ,FIN,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit,240,       NULL,0,Transient,115,0,1,Check-Out,4/18/2017,27,Resort,RTransient2017April16-27,4/16/2017
0,7,2017,Apr,16,18,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit,       NULL,282,0,Transient-Party,45,0,0,Check-Out,4/19/2017,2,Resort,RTransient-Party2017April18-2,4/18/2017
0,1,2017,Apr,16,17,1,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit,250,       NULL,0,Transient,108,1,1,Check-Out,4/21/2017,42,Resort,RTransient2017April17-42,4/17/2017
0,23,2017,Apr,16,20,0,2,2,0,0,BB       ,GBR,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit,       NULL,       NULL,0,Transient-Party,99,0,0,Check-Out,4/22/2017,6,Resort,RTransient-Party2017April20-6,4/20/2017
0,95,2017,Apr,15,15,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit,40,       NULL,0,Contract,50.85,0,0,Check-Out,4/22/2017,3,Resort,RContract2017April15-3,4/15/2017
